userName,score,at,content
Ase jaksel,1,2023-03-25 13:29:42,Berhari2 mau cek Mudik Gratis Ga pernah bisa kebuka..hehhehe
Fredii Supratno,2,2023-03-13 08:23:31,Aplikasinya sedang maintenance kah? Eror terus dari tadi
Septi Wulandari,3,2023-03-13 07:35:28,kenapa pas mau pilih terminal nya loading terus ya min
Sarwono Sar,5,2023-12-09 02:15:44,"ini yg ke2, dulu pernah pas THN baru juga dr Ancol pelayannya bagus, busnya ok pokoknya MANTUUUL👍"
Supri Yanto,4,2024-03-12 17:07:27,Apk nya sudah bagus ..tapi malah susah buat daftar mudik ....ada offine dong pak
Win Winarni,5,2023-12-16 03:17:41,semoga'bis dan rute perjalanan nya ditambah
Muh Lasin,5,2023-12-19 17:02:08,"bagus sekali,membantu yg kurang mampu ini apps"
Ajat Ajja,1,2024-03-08 01:18:27,Jaringan aman tp ngelag banget giliran bisa di buka tiket semua tujuan lgsg habis... Ini pasti permainan orang dalam
Re Nita,1,2024-03-08 06:23:47,pendaftaran mudik gratis dari awal di buka setiap waktu saya buka selalu tiket habis terus.
AGDP Gaming,5,2023-12-10 05:43:05,aplikasinya mudah dan membantu
Firstlady Athome,5,2024-03-10 01:08:08,"Pelayanannya Cepat, responsif"
Siti Riya,5,2024-03-12 03:57:49,Pelayanan nya bagus banget ramah
Sri Haryati,1,2023-03-22 04:32:42,Gak bisa login. Auto uninstall aja
LAPOBATAK,1,2024-03-22 11:07:28,"#NUNGGU ADA YANG NGEVIRALIN !!!tiket habis mulu, udh standbay jam 08.00, ttp habis tiap harinya, parah, yg dpt duluan pastinya orang dalam !!!"
Endro Jemsfood,5,2024-01-12 04:32:58,Mudah di pahami dan sangat bermanfaat
Prihatin,5,2024-03-05 06:12:18,"Apakah pendaftaran mudik gtatis sudah dibuka ? Saya cek diaplikasi mitra darat tidak ada menu mudik gratis, atau letaknya disebelah mana ya ? Terima kasih"
Ozzy Ahmad,5,2023-12-09 08:07:02,"Mudah , bisa membantu pengecekan bus. Terkadang menyediakan mudik gratis tiap tahunnya. Semoga bertambah baik pelayanannya. Terimakasih Kemenhubdat."
Endang Rumini,1,2024-03-10 02:51:30,"Setiap masuk susah ,giliran bisa masuk tiket abis"
Jhy Sant Puji Santoso,3,2024-03-05 07:06:24,Ini kenapa mitra darat bikin mudik gratis ngga sesuai sama jadwal...mohon penjelasanya.?? Kasian yg sudah nunggu dri pagi sampai jam 2 belom di buka juga
Yusep Suhaeri,5,2024-03-09 01:33:52,"Tapi susah banget,, cara dapet tiketnya belum apa² udah habis aja"
Olemon Journey,1,2024-03-05 05:35:55,gak berguna mengetik kota tujuan tapi gk muncul2
Leni m,5,2023-03-17 04:21:50,"sangat membantu masyarakat yg kelas menengah kebawah dengan adanya program mudik gratis ini di tengah perekonomian negara yg tak menentu, semoga program ini bisa di adakan lagi utk tahun tahun berikutnya, aamiin."
Melyana Indiarsih,5,2024-03-07 00:58:17,Recommended apalagi untuk pengguna rutin teman bus
Endah Wati,1,2023-12-09 11:56:47,terus tingkatkn pelayanan publik tanpa pilih2
Ilham Mudin,5,2023-12-31 11:39:02,Terimakasih berkat aplikasi MitraDarat saya bisa ke jogja secara gratis via MudikNataru.
Rizky Ari Gunawan Channel,2,2024-03-06 05:16:05,Payah. Lagi war mudik gratis malah nge down apknya
Bambang Purwanto,2,2023-03-14 16:00:00,"Habis dalam hitungan jam saja,harusnya dibagi kuota perhari biar merata..."
rum niti,1,2023-03-18 10:52:05,"Dari tgl 13 maret sampai sekarang tiketnya statusnya sll habis ,entah emang beneran habis atau emang ngga niat buat mudik gratis"
anang revansyah,1,2024-04-02 01:36:09,"Aplikasi lemot, padahal wifi kenceng"
Ha Rishona,1,2023-03-16 15:32:34,"Baru di download tgl 13 untuk mudik gratis taunya kuota udh penuh tiket habis. Saya yakin ini yg mudik oknum orang2nya dia doang. Menuh menuhin memori aja , mending HAPUSSSS"
Budi Santoso,1,2024-03-06 16:28:06,"Mudik gratis dah di buka dah ikutin panduan.pas pilih menu cari..di panteng dari pagi ga muncul apa"""
Nindya Safitri,5,2024-02-23 16:35:50,Mitra darat salut tiap lebaran adain mudik gratis pp walaupun tidak pernah kebagian teman2 banyak yg dapat semoga besok pake sktm spt biofarma krn dilapangan banyak yg jual tiket terimakasih aplikasi ini sgt bagu
mul yadi,5,2024-03-04 14:58:07,Bisa memantau bagian dari kelancaran beraktifitas
Muchtar Adzi,3,2024-03-07 04:38:34,"Setelah ktik alamat tujuan kenapa ga ada keterangan lanjutan lg ya,,,mohon pnjelasan mkasih."
Ahmad Lutfi hakim,5,2024-03-05 03:36:35,Sudah aq download tp kug tampilannya beda ya? Gk ada mode mudik gratis? Bisa dijelaskan min?
dickyawan Perkasa,5,2024-03-15 12:14:12,baru coba mungkin bermanfaat untuk kedepanya
ratmo timor,5,2024-03-01 03:31:43,Mitra darat sangat membantu masyarakat utama nya di moda transportasi darat....
Windhu Rttmc,5,2024-03-06 01:53:23,"sangat mantap aplikasinya, menyala abangku...."
Tusiran445 Haji,5,2024-03-08 11:14:34,Bismillah...semoga rejeki dapet musik gratis...terima kasih pemerintah. ..
sunaryo ancol,2,2024-03-06 06:48:10,"Aplikasinya gak jelas, gak bisa daftar mudik gratis"
tri widiatmoko,3,2024-03-01 14:16:42,"Kenapa menu ""mudik gratisnya"" tidak ada dipilihan? Kenapa bisa begitu"
Senja Jingga,3,2023-03-29 16:53:33,"Daftar hari ini zonk semua, sebenernya pemerintah nyediain kuota berapa sih untuk bus. Apa cuma 1 bis doank ya😁😁"
Aping Aja,1,2023-03-17 22:39:12,Namanya juga mudik gratis.. yaa pasti laris.. entah beneran tiket habis.. atau kuota tiketnya yg miris... 😭
Syukur Fauzan,1,2024-03-07 01:24:14,Gw kasih bintang 1 aj lah keseringan server down trs baru jalan 1 menit tiket habis katanya 30.000 masak 1 menit tiket habis parah banget sih
Agung Nugroho,1,2024-03-12 03:05:09,Kota bekasi ga ada infonya? naik dari terminal pulo gebang juga ga kebagian
Sudianto Anto,5,2023-03-15 03:50:11,"Terimakasih telah mengadakan mudik gratis, sangat membantu bagi yg kesulitan mencari moda transportasi untuk mudik lebaran"
Noe Zunaedi,1,2023-03-13 08:12:07,"klo belum siap...jangan dipaksakan,..aplikasi eror mulu,down...blm apa2 udah eror...parah"
Febri Dwi Rayana,5,2024-02-16 08:42:29,"Lumayan membantu utk saya yg buta arah, jadi tau harus naik nomer berapa dan sdh sampai mana armadanya"
Anggi Virgita Dilla Sari,5,2023-03-17 04:19:12,Mau tanya fitur tiketku kenapa tidak muncul ya? Padahal sudah daftar tiket arus mudik dan balik?
Yulita Rahmani,5,2023-03-18 04:12:56,"Pelayanan nya bagus, smoga semakin baik kedepannya"
Mardliyana Ana,3,2023-03-10 16:13:36,"Min, mau tanya kenapa di aku hanya ada 2 menu saj yh ? Cmn ad bus sama lk ? Di bantu yah min"
Herry Setiawan,1,2023-03-14 12:53:13,App enggak jelas di buka tgl 13/03/23 Tgl 14/03/23 keterangan sudah habis. Hati2 min Menjelang akhir jaman.
Phap Phis,1,2024-03-11 05:44:34,"Saya heran kok semua tujuan tiket habis,ni bikin program serius apa egak sih"
Dafian Play's,5,2024-03-05 06:39:33,"Halo admin., katanya program gratis 2024 dibuka tanggal 5 Maret, sampai sekarang pukul 13.38 masih adem ayem aja. Kasian min banyak orang yang sudah menunggu, mohon di infokan dan dibuka secepatnya 🙏"
Azka zainii,2,2023-04-02 08:12:21,Dapat info tgl 13maret 23 jam 20.00 langsung download jam 21.00 tapi Tiket sudah habis tujuan Pekalongan...
Ananda23 Danifirawati,4,2024-03-13 05:19:11,semoga lancar terus jaya terus
Ervan Sukanto,4,2023-03-13 10:38:54,alhamdulillah dapat tiket meskipun susah / berebut
moh ashari,5,2023-03-13 07:33:26,Sangat bermanfaat bagi masyarakat khususnya para perantau yg pendapatanya d bwah standar
Arto Gianda,1,2024-03-15 02:39:50,"GA JELAS, kuota d buka brtahap tp ga d jelasin waktunya.. stiap mw daftar tiket sllu habis"
Bambang Mahmudin,5,2023-03-13 08:09:21,"Siang min,sy login ulang2 kok ngga masuk?,mhn solusinya"
Afrilia Diva,5,2023-03-15 03:01:20,Ok sangat membantu program mudik gratiss nya. Semoga tiap tahun diadakan dan bisa ikut terus.. Hehehe
Nasional Photo,1,2023-03-20 18:47:28,tahun ini mudik gratis ngak jelas masa baru dibuka udah habis tiketnya. tolong pihak meteri perhubungan dicek lagi ...panitianya ngak jelas tahun ini mudik gratis tahu ini ngk jelas ...masa baru dibuka udah habis tiketnya
Wasidi Ade,5,2023-03-11 17:30:48,Mantap pelayanannya semoga nanti pas hari H pendaftaran mudik tidak eror lancar selalu
Karimatun Nisa,5,2023-03-17 07:16:47,Terimakasih atas mudik gratis kemrnhub kami sangat terbantu
Satrio Abimanyu,2,2023-03-10 02:40:10,"Dapet otp nya lama, smpe skrng belm dapet""."
novendra albis,5,2023-12-15 06:10:09,Alhamdulillah sangat terbantu dari apk mitra darat
Mas Wawan,2,2023-03-14 08:05:01,Baru sehari dibuka udah hbs tiketnya min. Tp knp g segera ditutup kalo kuotanya da habis?
erwan susanto,5,2024-03-06 01:27:16,Susah aplikasi mitra darat untuk masuk tiket gratis
YATINI,2,2023-03-12 16:40:09,Saya gk bisa login hadehh gimana sih ini
Latifah Zen,5,2024-01-31 09:44:03,"Semoga panjang umur dan sehat selalu serta semakin berkembang yaa🤲 Masyaallah, alhamdulillah ga pernah berhenti bersyukur karena tahun kemarin bisa mudik gratis😍"
Zahra N F,3,2024-03-26 00:13:49,kenapa gabisa diakses pake data?
Tri Raharjo,3,2023-03-13 07:19:45,"bintang 3 dulu,, nggak bisa masuk eror terus,,"
Heri Yanto,5,2023-12-12 01:57:24,"alhamdulillah, di aplikasi Mitra darat. Dapat mudik gratis."
Yoga Pramono,1,2024-03-11 03:25:55,Buat even mudik gratis boro Boro bisa masuk..bisa masuk klo udah abis doang dari awal buka event
Niluh eka Astiti,5,2024-04-06 07:56:09,Sangat membantu saya selaku pengguna angkutan umum.Terimakasih
109_Agus Indrawan,3,2023-03-14 07:52:46,"Min ko belum apa apa dicek status tiket habis semua,,semua jurusan saya cek tiket habis"
Sri Yatno,2,2023-03-13 10:32:04,"Aplikasi ngk bs diakses cm bikin kesel,"
mas darsono,5,2023-03-13 07:32:03,"program bagus buat bantu masyarakat mudik pulang kampung,terus tingkatkan pelayanan masyarakat...trima kasih dishub dan mitra darat"
Try Laredjogja,1,2024-03-04 17:10:17,Tidak ada menu mudik gratis seperti iklannya
Octa Viana,5,2023-03-16 14:24:47,"Sangat membantu banget, alhamdulillah.. Terimakasih sudah di adain Mudik Gratis ❤️"
Anggi Trinanda,2,2023-03-14 23:09:04,"Untuk tiket mudik gratis sudah langsung abis aja, mungkin karena masih banyak calo seperti taun kemaren"
Dimas Prasetyo,1,2023-03-13 07:30:52,"saya login di tanggal pas mau ada pendaftaran mudik gratis malah ga bisa masuk masuk ,"
Mulyono Driver,1,2024-03-11 01:52:18,"Aplikasi ga guna,jelek ga bisa di pake"
Anggita Septiyani,3,2023-03-13 07:03:12,"3 dulu, nanti klo dpt tiket mudik gratisnya jadi bintang 5. Btw kok http failed ya, apa Krn banyak yg buka"
syanah dwi mulyadi,5,2023-03-15 02:30:51,alhamdulillah bisa mudik gratis terima kasih mitra darat sukses selalu
Naura Ayu nindya,5,2024-03-15 01:02:23,"Sudah aku kasih bintang 5, apa untuk cari tiket gratis mudik nggak dapet-dapet."
Umi Hb,1,2023-03-13 10:56:45,"Sya udh download tpi ko gk bsa login yah, gimna dong?"
Pulsa Danu,5,2023-03-13 10:05:01,mantap order lambat krn berjudul namanya gratis
Ridho Kurniawan,3,2023-11-25 15:31:38,Saya sudah lama gak pulang kampung di karenakan belum ada biaya tolong dong di bantu
agus setiawan,5,2023-03-15 03:16:15,Sangat membantu bagi kami yg pekerjaan serabutan kalau bisa di andalan tiap tahun
hamam ruslan,1,2023-03-13 15:00:27,"Mau masuk dr jam 00 sampai habis isak bru bsa di bukak, giliran bisa di akses semua tiket mudik gratis habis emang Koplakkk"
Sri Yono,5,2023-04-07 17:36:39,Bahagia hatiku ...kalow bisa ikut mudik gratis lebaran tahun ini yang diadakan bumn terima kasih🙏🙏 Lha tapi kok aku baruan doewland aplikasi ini kok...tiba tiba mucul tiket habis lurrrr😭😭😭😭😭😭
yogi ridani,4,2023-03-13 15:13:33,HTTP failed terus min.. gmn tu maksudnya..
Eli Anjarwati,5,2024-03-16 04:01:08,mudah keren lengkap.... pengen ngrasain ikut mudik sayang ga kerja di jakarta .......;)
Muhammad Yusuf,5,2024-04-04 10:00:25,Untuk gratis ke pekanbaru programnya gak ada ya
ari anto,3,2023-03-13 13:06:14,Sdh puluhan kali login hasilnya HTTP FAILED terus........
Hafizhmuh official,4,2023-03-11 14:25:55,Sudah login pke Email.tp tidk ada untk masukin No tlp?? Gmn
Vita Sakinah,3,2024-03-31 01:01:15,"Sudah saya kasih bintang 3 dulu,kalau kedepannya lebih bagus lagi tak tambahin bintangnya ,"
Mujiyani Yani,3,2023-03-14 01:52:18,"Program mudik gratisnya baru di buka kemarin siang, pagi ini ud habis aja.."
Sodikhol Abidin,1,2024-03-30 01:59:54,Sangat buruk....aplikasi error
Dhita Febriana,5,2023-03-17 03:41:46,Terima kasih pelayanan nya sangat ramah
Nuri sarumpaet,3,2024-05-18 15:45:16,Kalo mlm minggu ato weekend jam operasinya hrsnya sampe pkl 22.00 donk
aleko ale ale,1,2023-03-17 04:48:54,"Kmrn minta email, giliran dikasih email gk ditanggapi, mana responnya, saya nunggu loh"
Kurniadi Adi,1,2024-03-17 07:47:07,Sudah Download tapi lum bisa Daftar untuk Mudik Gratis
Atik Illah,4,2023-03-15 23:28:59,Kalau dari kabupaten Bekasi apa belum ada pemberangkatan mudik gratis tahun ini kak? Padahal sudah bisa login
Uday Wahyoe,1,2023-03-13 07:12:07,Aplikasi yg masih prematur dan belum siap dipergunakan
Andika Bestari,1,2023-03-24 15:05:25,Percuma..udah didownload tapi g bisa dicek keberangkatan mudik
dikri romadon,3,2023-03-14 01:27:55,Min kenapa ko gak bisa milih tiket gratis nya ya padahal alamat yang di tuju udah benar apa tiket gratis nya dah habis
Sanyoto BejaseNusantara,1,2024-03-12 01:52:08,"Kecewa dg program ini, semoga ke depannya bisa lebih baik..."
Surat Surat,5,2024-03-07 13:09:39,kenapa setiap detail tiket gratis selalu habis?
Seto Prayogi,5,2024-03-10 04:50:12,Saya mau daptar. Ngak bisa bisa ngak kaya tshun 2 lalu. Gampang. Banget
Samsul Hidayat,1,2024-03-15 14:50:30,"Aplikasi GK mutu,, di tanyain lewat whsap,, apakah masih ada kuota mudik gratis,, tapi GK di bales"
Rezky Fajar,1,2024-03-06 06:56:58,Tau ahh mudik grtisny kehabisan... maasa secepat itu tangan orang daftar.. wkk
Titik Robiyanti,3,2023-03-14 05:58:27,"Selamat siang Min,,saya mau daftar gratis kok tiket tujuan habis yaaak Padahal kan baru dibuka yaaa"
Jamaludin 89,5,2023-03-18 13:55:21,Aplikasi keren bisa buat daftar mudik gratis
Hermansyah Eman,1,2024-03-09 14:25:35,Kok di aplikasi ini tidak ada tujuan kota bandung
Febry Dwi Ardy Putera,1,2024-03-15 08:13:54,Untuk mudik gratis baru buka pendaftaran udh abis aja..
csbono santoso,5,2023-03-13 07:10:23,"giliran mau cari mudik gratis sistem server malah down,,,,,,gimana nih min,,,,berharap banget program mudik gratis,,,,"
ari yuda tama,1,2023-03-13 09:34:40,"Ga hbis fikir, , ,kuota mudik segitu bnyak nya lgsg habis sketika hnya dalm bberapa jam 😱 Mudik naik motor lagi gaes"
dwi riyanto,2,2023-03-12 17:35:44,Kenapa login aja susah masuknya.padahal imail kita udh bener
Zul Ahmad,4,2023-03-09 14:01:13,Knapa g bisa login min? Kode nya ga keluar2
Mad Muhamad,5,2023-03-15 03:58:47,"Sangat baik, terima kasih saya bisa mudik gratis"
edi suhardi,5,2024-03-08 01:13:36,sangat membatu untuk pulang kekampung halaman
Muhammad Nabil Robbayani,5,2024-05-13 03:47:55,Dengan Apk ini membantu masyarakat mengetahui status kendaraan yang disewanya
Nur Asiyah Lazuardina,5,2023-03-18 04:18:27,Dengan adanya aplikasi ini kita bisa mudah mencari tiket
Yunus Mulyadi,5,2024-04-01 04:50:19,teruslah berbuat membantu sesama yg membutuhkan
Dewi Mahalita,3,2024-03-05 01:19:54,"Bingung ga ngerti , mau ikut mudik gratis tp gada pilihan nya"
arno biru,5,2024-03-05 02:33:59,Memudahkan perjalanan Informasi lengkap
Manarul Hidayat,3,2024-03-16 17:36:46,ini gimana kok cuma gambar biru doang ya? Ga ada penjelsan apa apa
Hadi Hamudi,5,2024-03-07 01:08:14,alhamdulilla sangat terbantu dengan aplikasi ini
Zainal Arifin,5,2023-03-13 14:54:04,Login trus ngak bisa buat milih tujuan mudik
reza pradana,3,2023-03-15 04:53:36,Ini kenapa gak ada tiketnya semua dah
Subkhi Najiyullah,1,2023-04-12 03:01:04,Hoax .. cuma biar pada download doang...tiket mudik gratis nya sebenernya ga ada
Marsaid Said,2,2024-03-16 04:50:03,Gak pernah bisa masuk tiket mudik gratis tiket selalu penuh
Kukuh Setiawan,3,2023-03-13 09:31:46,"Ga bisa si pake ada notif "" http failed, try again"" itu kenapa min?"
Tomy Tomy,1,2023-04-08 19:37:23,Sebenarnya ada GK sih mudik gratis dari awal download dari pembukaan semua mudik gratis tulisannya tiket habis terus
Joni Kw,4,2023-03-11 03:32:03,Udh login tp kok ga ada notif buat masukin no wa min
tri purwanto,5,2023-12-09 03:22:07,"Alhamdulillah, mudah penggunaan aplikasinya. semoga bermanfaat bagi masyarakat"
Kalsum Uwo,5,2023-03-18 03:06:35,"Alhamdulillah dapet mudik gratis, terimakasih kemenhub sangat membantu sekali untuk keluarga saya🙏🙏🙏"
maman ji,1,2023-03-13 08:15:04,"gak bisa login, gimana ini,, Solusinya apa?"
Asri Azis,5,2024-07-08 06:22:51,Sangat berguna
Mistriyani Yani,5,2023-03-31 04:01:33,Alhamdulilah aplikasi mitra darat sangat membantu kami😘
Endah Septiana Wati,3,2024-03-05 18:24:54,Mudik gratis keterangan suka d buka tp kn gak ada menu daftar mudik gratis di mitra darat
puji astuti,3,2023-11-27 02:48:09,"Parahhh sih, tetep gak bisa REPRINT KERTAS lembaran uji, KURANG BERGUNA"
vit33 Rudz,5,2023-03-18 01:47:41,Terima kasih atas pelayanan nya ramah sekali
teguh hartanto,5,2023-03-14 13:44:12,Kok sya sudah daftar mudik tpi ada ktrangannya tiket habis apa masih ada kesempatan mudik gratis
Lina Marlina,3,2023-03-13 06:48:31,Mau buka aplikasi nya koq errot trs y...
heris tri wibowo,1,2023-03-25 04:03:28,Sory unistall gak guna bgt daftar mudik gratis tapi server error ..
Putut Harmoyo,5,2023-03-12 09:37:47,"Fitur nya kok gak muncul semua min, ?"
Okky Hardiyan,5,2023-03-16 02:04:58,Terimakasih mitra darat tiket mudik PP + motornya.. semoga makin jaya raya
Ayu Lestari,3,2023-03-10 13:00:38,Kasih bintang 3 dulu.. nanti kalo dapet tiket mudik gratisnya aku kasih bintang 5.
Nur Setyawan,3,2023-03-13 10:50:24,Ini bagaimana kok malah HTTP Failed sih min
Kumala Eka,5,2024-08-11 23:44:59,Cuma di Daerah MT Haryono jauh betul koridor B nya dari simpang beller ke Gedung kembar depan toko Orange Apakah diantaranya bisa dibuat pemberhentian Koridor B
semut ireng,1,2023-03-13 10:19:38,Ada menu mudik gratis tapi nggak bisa di buka
NIHLATUL AINUN FAUZIAH,1,2023-04-15 22:18:12,Pas di cek udah habis semua😌😌😌tolong lah lebihin kloternya🙃🙃🙃
Sri Haryani,5,2023-03-15 04:45:17,"Sangat membatu rakyat kecil, sukses terus"
Aisyah Eva Novianti,5,2023-03-10 11:20:05,Icon mudik gratis belum muncul ya di aplikasi min?
Eko AE Fishing loss doll,5,2024-03-05 02:17:32,Di aplikasi mitra darat kok gk ada menu mudik gratis THN 2024
putra 123,1,2023-03-13 09:35:24,bener2 server dr td pagi kg jelas . ntar giliran bisa masuk apk kuota habis .
Sofyan Rahardian Dewantoro-006,5,2024-03-19 10:24:59,sangat membantu mobilitas
Atminah Atminah,1,2024-03-26 03:03:16,Gak berguna gak bisa di buka aplikasinya
Yyy Zzz,5,2023-04-14 04:48:33,"Terimakasih, saya sangat terbang dengan adanya mitra darat"
Almaira Sekar,1,2024-03-08 01:31:43,Kayaknya gak akan pernah dapet tiket gratis. Naik motor aja mudiknya.
Edy Junaedi,5,2023-03-20 01:58:49,ALHAMDULILLAH... MANTAAAP DAN LUAR BIASA....MUDIK GRATIS SANGAT MEMBANTU SEKALI UNTUK MASYARAKAT YG INGIN MUDIK
agus garage,5,2024-07-13 02:19:22,ok banget mmbantu sekali
Yuli Yuli,1,2024-03-06 05:28:21,Muter muter sinyal nya di sengaja
Den' Az,1,2023-03-14 10:39:10,Tlg dibantu kenapa keterangan tiket habis setiap mau pilih tujujan
Sarmini Mini,5,2023-03-18 02:03:04,Pelayanan sang at bagus
agung cahyono,5,2024-03-07 14:29:36,Saya sdh coba daftar tpi blm ada tiket yg ready
Ahmad Atoillah,5,2023-03-17 04:40:01,terbantu untuk perjalanan mudik
Adi Supardi,5,2024-04-11 15:56:20,"Semoga kedepannya bertambah armadanya,"
Arief Slavia (B 47 UL),5,2024-06-17 03:37:21,Sangat bermanfaat 👍
aishwa Safaniya,2,2024-03-15 01:04:46,Ko saya mau ambil mudik gratis dari Poris Tangerang jurusan Palembang gak ada trus apa kauto nya udah abis ya
kaligrafi arab,5,2024-07-21 06:28:50,mantap untuk nitra darat
Anita Anp10,4,2023-03-13 09:02:58,Min ini kenapa pas mau nyari lokasi penjemputan dan lokasi tujuan selalu eror terus
Rochim Gb,5,2023-03-15 03:05:12,Pelayanan yang bagus cepat
Rusminah Rusminah,1,2023-03-14 04:51:49,"Buka menu mudik gratis tujuan Tangerang Madiun di klik kosong, giliran besoknya kebuka tau tau tiket dah penuh.. gimana ni haha"
Duta Nugraha,3,2023-03-13 09:53:48,Diarahkan untuk login Google kok malah failed
Andra yani,2,2023-03-13 08:21:12,"Aku ga bsa buk apa2,failed muluuuuu"
Imam Rofi Udin,2,2024-03-06 13:34:51,Kok saya mah gak ada kata lanjutkan malahan cari itu knp ya
Wah Yudi,1,2024-03-30 01:08:14,Aplikasi ga jelek ga bisa kebuka
MangCek Rana,5,2024-05-16 02:43:51,Sangat bermanfaat
M Syarif,1,2023-03-13 15:47:42,Aplikasi sampah. Seharian load giliran buka tiket habis?
Hendro Pringgodani,5,2024-03-10 02:22:47,"Susah mode bus bos tiket habis terus katanya jam 8 pagi, tiap buka eror / kerusakan apknya"
Deni Nixon,1,2024-03-17 19:48:39,ngga jls dan lamanya respon.. terutama via was up
Wahyu Di,5,2023-03-12 17:11:54,Login terus gak bisa di buka y
Fatihah Nuraini,5,2023-03-13 07:07:08,Udah login dan klik mudik gratis. Pilihlokasi tp kok ga keluar apa² ya ??
Hariy -,1,2024-03-11 01:19:49,Susah masuk sekali masuk tiket habis
Ika Priyanti,5,2023-03-13 15:45:14,pelayanan mohon diperbaiki lagi biar pelanggan pada puas
Saujana Baladhika,5,2023-12-09 03:04:54,Mantapp terima kasih atas diadakan mudik gratis semoga samkin berkelanjutan buat kami warga jakarta dll sukses selalu
Dafa Ramadan,5,2023-03-14 18:36:06,Bismillahirrahmanirrahim pulang kampung 2023 terimakasih yang telah mempermudah semua urusan kami🙏
Didik Hermanto,5,2023-03-15 03:53:28,Alhamdulillah .. sangat membantu untuk masyarakat.. tentunya bagi saya .. terimakasih mitradarat.
Nur Kholis,5,2023-04-13 05:27:43,sangat membantu dan sangat terjangkau
Miftah Rohmat,1,2024-03-07 18:07:10,"Gak sampai 30 menit dari dibukanya mudik gratis,,tiket sudah habis aja kwkwkk"
Mahfud Gatot,5,2023-03-15 04:49:39,"Terimakasih banyak buat Kemenhub yg sudah memberikan mudik gratis buat kami,vsemoga jaya selalu, di tunggu mudik barengnya di tahun berikutnya ya ...🙏🏻👍"
Khofifatul Mubasiroh,5,2023-03-14 09:47:10,Maaf min mau tanya dong... Ini kok saya daftar mudik gratis gak bisa bisa kenapa ya?
Anwar Kuming,3,2023-03-14 07:51:49,Kemarin tgl 13 mau masuk aja susah pas masuk kuata habis hadeeh
Narti Narti,5,2023-03-15 01:31:19,Terima kasih atas d adakan program ini sangat membantu buat saya
David Reza,5,2024-03-07 12:50:06,Mudah2an dpet tiket app nya mudah2n lncar Bismillah
Azzam,5,2024-03-05 02:58:54,Aplikasi mantab jaya.. Sangat membantu 🙏🙏🙏
rian kashira,5,2023-03-15 01:42:59,Semoga mudik tahun ini membantu n menjadi lebih baik.Terima kasih
Rendi Ariyono,5,2023-03-28 02:31:04,Proses cepat dan petugas tanggap dalam melayani verifikasi ulang
Alisa Suryaningsih,5,2023-05-03 23:32:22,Alhamdulillah sangat membantu dalam perjalanan mudik gratis saya thun ini trimksh Mitra darat
Yantoreso Saminto,4,2023-03-29 14:08:24,"Saya belum dapat tiket, karena sudah habis."
imam ghozali,5,2023-03-13 07:04:00,Mantap trima kasih banyak untuk MitraDarat
Nazri Ahmadinezad,1,2024-03-08 01:19:19,Aplikasinya ga jelas banget deh pokoknya
Rere Cute,1,2023-03-13 07:12:28,Katanya dibuka pendaftaran tiket mudik tgl 13 maret 2023 jam 14.00. Kok mlah g bisa dibuka.. gimna ini ngerjain doank
Tami Rahmasari Abdul Manaf,2,2023-03-15 01:31:19,Tidak bisa di gunakan aplikasinya
winardi didit,5,2023-03-15 03:15:36,"Alhamdulillah, lancar dari daftar sampai validasi Amin"
Dwi Septia,3,2024-01-12 05:10:57,Untuk transpakuan belum msuk sini jadi saya kasih bintang 3
Sutrisno Spd,5,2023-12-30 10:53:19,Mantap kali Teman Bus di Mitra Darat. Bisa bunyi peringatan kasi tau kalau Bus Sdh dekat😁
nawi fadillah,5,2023-03-14 09:19:24,Baru dibuka pendaftaraan kemarin mudik gratis hari ini daftar tiket habis
Mus Lim,3,2023-03-13 09:06:34,"Min ko failed terus sih, terus gak muncul masukan no hp."
Nurul Fitriani,2,2023-03-13 07:32:38,"Mau dafrar masuk ke akun google susah banget. Mental"" terus"
Yanna Olivia,4,2023-03-13 07:37:42,Min ini ko eror terus sih min aplikasinya ntar tau2 sudah penuh kuotanya min
Juniarty,5,2023-03-15 07:09:48,"Baru pertama x ikut , Alhamdulillah bisa dapat mudik gratis , mksh"
SUROTO OTORUS,5,2024-03-07 21:33:23,Aplikasi yg sangat membantu kita untuk bepergian
Siti Juhairia,5,2023-03-27 05:42:36,alhamdulillah dapat mudik gratis setelah bbrp x gagal
M Sail,1,2024-03-21 03:08:27,"Tolong di balas pertanyaan saya, apakah benar pendaftaran mudik gratis Kemenhub/ mitra darat sudah habis Kouta nya? Nanti ratingnya nyusul"
Aprilia Pratiwi,1,2024-03-11 00:55:14,Ini mau cari mudik gratis kok pada habis ya gmn sih nih aplikasi
uts.Suyatno,5,2023-03-13 11:59:37,Semoga bermanfaat utk masyarakat luas dan menjadi lahan info perjalan darat
Inggit Dewi87,5,2024-07-21 04:21:28,Aplikasinya Mantabs
Toto Prayogi,3,2024-03-30 01:56:08,"Pendaftaran baru dibuka kembali tgl 30 maret 2024 jam 08:00, saya daftar tgl 30 maret 2024 jam 08:01 ko tiket sudah habis aja ya"
Tubagus Kresno,5,2023-04-12 15:21:44,Tidak bisa download aplikasi mitra darat
Dafi Ibrahim,5,2023-03-17 03:41:20,Terima kasih pelayanannya ramah sekali kaka nya
Mae Mae,3,2023-03-13 01:58:48,"Min udh tgl 13 nih cara dftr mudik grtsnya gmna ya, klo berhasil baru bntang 5 deh"
