userName,score,at,content,sentiment_label
Aji GP,1,2023-03-13 07:07:03,aplikasi bapuk standby nih http temu aneh,negatif
Yuli Ati,1,2024-02-26 06:17:01,sy gak login kode otp gak kirim wa udh sy ulang trs gmn solusi,negatif
ega harto,5,2024-03-08 08:06:33,oke layan mantap informasi lengkap mudah terima kasih mitra darat,positif
Rudi Utama,1,2024-02-26 14:24:44,login kirim kode otp,negatif
ARIO PUJILAKSONO,5,2023-03-13 07:48:33,oke tingkat kapasitas konten,positif
Halidiyah Syamlan,1,2024-03-06 05:10:25,aplikasi penipugiliran pake daftar mudik gratiserorklo gak ikhlas gak ngadain acara mudik gratisbuat interent ajagak publik,negatif
Muhamad Ubaidillah,3,2023-03-13 07:06:57,daftar buka aplikasi eror aneh bgt biasa aplikasi perintah jelek,negatif
Andi Prasetyo,1,2024-03-11 11:51:06,gak dapatbaru buka apkikasi tiket habistiket habismaksud  mna coba,negatif
K D,5,2023-12-17 10:36:26,aplikasi cepat ga ribet terverivikasi,positif
hay nama saya odading mang oleh,4,2024-09-14 04:05:47,gg tau ni aplikasi goks,positif
Adi Hariyanto,5,2023-03-18 01:56:29,aplikasi manfaat layan,positif
Yuda Tama,5,2023-03-17 02:33:58,layan mudah cepat dah ramah,positif
sarno danang,5,2024-03-19 20:44:03,terima kasih sedia mudik gratis gak gak sarana  yg buang sia sia,positif
Ana Fitria,3,2023-03-13 15:30:20,error  trs ya  bus gratis try try,negatif
Miskiah Pahruddin,5,2024-10-12 12:23:58,terimakasih teman bus,positif
Ujang Supardi askut,5,2024-02-02 00:24:58,bus teman cimahi-bdgbdg-bale endah dgn fasilitas -tol lansia nyaman notes -tol bni ganti mandiri -mail gantimemang sprti kah yg pskai,positif
Ika Prastiwi,1,2024-03-12 01:08:21,kalo tau tiket online mudik gratis klik kantor jual ofline main kaya gitu,negatif
Vadoli Ridho,5,2024-04-20 07:28:58,bantu bus transmusi,positif
Al Zhum,1,2023-03-13 19:05:39,ga bikin ga guna sumpah menuh - menuhin memori ngehabisin kuota doang,negatif
Adilalrizky,5,2024-05-19 15:44:37,aplikasi bantu banget liat datang bis ,positif
Alfi Alfiani,5,2023-03-16 07:10:02,terimakasih kemenhub layan moga depan dtambah kuota mudik gratis,positif
Priscilla Wulandari,1,2024-04-22 09:59:56,jelek bagus teman bus lot parah gabisa buka,negatif
Farah Arniza,2,2024-04-23 10:57:28,ga log pdhl lancar aja,negatif
Roziyah Yayah,1,2024-06-24 01:47:21,apk ga buka loading,negatif
Catur Aji,1,2024-03-19 06:08:24,minggu daftar mudik gratispdhl jam cobadari bus tuju penuh sampe bus penuhblm daftar,negatif
Erna Diva,5,2024-04-19 06:40:41,bantu keluarga mudik gratis mitra daratkarena keluarga kumpul kampung halaman terimakasih mitra darat,positif
Kola Syaiku01,5,2023-03-13 03:13:23,bantu aplikasi cepat tanggap,positif
Emi Amiuti,4,2023-03-13 15:23:45,gak masuk https error tulis nya,positif
Rusmanto Rusmanto,5,2024-03-10 01:13:20,buka mudah jd sulitmohon perhati,positif
Itaul Risqoh,2,2024-03-10 01:11:38,laman eror nge war tiket mudik gratis baik masuk mudah,negatif
Desi eci,1,2023-03-13 07:19:42,gilir udah jam nya buka failed ga udh menit ttp failed gimana,negatif
Nur Avia Marselina,1,2024-03-13 00:48:39,daftar april tiket habis gimana sih kak yg ken mudik kecewa ,negatif
Arshaka Devandra,4,2023-03-13 01:31:57,klik cari armada ga ya tgl klik cari ga nongol,positif
nopret bagus,2,2023-03-13 11:39:19,nggak login td siang gilir jam siang sampe nggak bukaaaa,negatif
Yanianto Yanianto,5,2023-03-15 03:11:58,layan sangar ramah bagus rapih,positif
hary Yanto,5,2023-03-18 01:47:32,bantu layan ramah,positif
Lucky Agus,4,2023-03-13 08:57:22,lot cepat respon aplikasi nya,positif
Purjianto Trans,5,2024-03-30 01:28:01,aplikasi sangan mud bantu,positif
Akbar Channel,5,2023-03-13 02:37:09,daftar pilih tuju gk bsa min,positif
Sumarjiyono,5,2023-03-29 08:19:04,terimakasih layan ramah muas,positif
miko wara_wiri,3,2024-03-08 03:15:29,terimakasih layan nya akses mudik gratis tiket habis,negatif
Efry effrazka,1,2024-03-15 02:30:14,notif mudik yg gagal verifikasi mudik gratisgiliran cek ga habis,negatif
Armigo Melleng,5,2024-03-06 00:09:27,bantu banget aplikasi pantau posisi bis rute tuju,positif
014_Indra Muliyana,5,2023-11-09 23:39:58,bantu lacak bus kota,positif
Moh Amin Fauzi,3,2023-03-13 10:00:57,login gagal mulu http failed terusss,negatif
Heru Riyadi,3,2023-03-13 12:23:46,daftar masuk tulis http filed please try,negatif
Rendy Firmansyah Haris R,1,2024-03-21 01:04:49,lihat rute loading nya,negatif
Amrulloh Amrulloh,3,2023-03-25 01:06:32,udah kali downloadtetep gak otp masuk,negatif
Hafish Jelek,5,2024-03-06 05:49:56,bagus loading lumayan,positif
Arin Ristiana,3,2023-03-10 12:13:31,udh login tp ga menu masukin tlp wa ya min,negatif
Rahel Obeth,3,2024-02-06 10:11:03,bagus sih bs track tp parah klo nyambung ubung sore bangeeeeeetttttt org yg mo ngejer bus ubud halte gor ngurah rai dpt bus krn brenti terminal ubung ujung org rogoh duit lbh yg niat irit bus bayar ojek mahal sop sih sop tp liat urgency jg liat sinkron dgn koridor tolong training drivernya komunikasi yg sadar sbg layan publik,negatif
yahya M,1,2023-04-12 01:00:15,download mpe lebaran mas aja gak cek kala,negatif
Suparjo,5,2024-03-07 16:30:32,minpendataran mudik gratis udh buka yako ngak muncultrims,positif
Triyono Banyumudal,3,2024-03-05 05:51:20,kalo bagus nya,negatif
Muhammad Yusuf,2,2023-03-13 07:21:47,udh jam tp ga bisaerror mlahan,negatif
D Tri Gustini,5,2024-07-03 10:10:28,jd nyaman pakai kendara,positif
Supri Anto,1,2023-03-13 12:30:54,hancur login siang sampe bmgak tiket mudik gak buka ampuuunn,negatif
Idan,1,2023-03-13 13:36:53,error nga bsa login ,negatif
SerngengeLintang Wulan (Mas Lintang),1,2023-03-17 08:26:43,daftar mudik pas buka error maintenant selang hari buka tiket habis nyesel download ,negatif
Andrea Surya Habibie,5,2023-03-15 03:23:29,terimakasih mudik gratis moga bantu inikeren perintah,positif
abrar bpp,5,2024-07-12 23:26:29,bagus tpi bimbing orang yg downlod,positif
Nisa Iyus,1,2023-04-13 05:07:57,pake aplikasi tiket habis calo wkwk calo mudik gratis,negatif
Sinta Widiyanti_046,5,2023-03-12 09:00:38,bagus min apk nya moga lancar jaya,positif
bambang ikhwan,3,2023-03-27 12:39:57,mudik gratis pp gilir daftar motis gak bisakata server habis kuota sisa,negatif
Aryanto 203,1,2023-03-13 12:48:57,parah kak aplikasi orang orang udah dapet tiket aplikasi eror trus jam pagi sampe jam malem,negatif
Purnomo,5,2023-03-13 09:40:14,min knpa stiap buka aplikasi time trus ya minjd gak min buka mudik gratis,positif
M. sandi s,5,2024-09-15 11:25:16,mudah ,positif
edi purwanto,5,2023-03-12 04:25:49,kak pas login akun google masuk telepon,positif
Ika Novita,2,2023-03-13 09:12:30,aplikasi gak buka ya http failed knp ya min,negatif
Susi Ncus,5,2024-03-07 04:03:54,aplikasi user frienly guna banget klo pas musim mudik kyk gin,positif
Ali ali,5,2023-03-13 14:30:24,aplikasi bantu pagi yg bepergianbaik,positif
Desta Priyatno,1,2023-03-13 14:49:45,aplikasi lambat banget responnya,negatif
surya atmaja,5,2024-03-05 07:48:38,bantu transportasi angkut,positif
ferdy rizky,4,2024-05-12 14:26:09,gimana sih pemprov bekas jam tutup operasi jam udah gk bantar gebang,positif
fari hung,1,2023-03-13 14:27:23,nggak akses https error ,negatif
Shondel Nza,5,2024-04-07 03:50:21,terima kasih dishub moga gampang daftar,positif
Noer Doank,3,2023-03-13 08:40:44,loadingnya bngt nge lag,negatif
Narendra Wisnu Karisma,5,2023-03-15 01:31:11,moga aplikasi lengkap informasi rute bus akap,positif
Fadhilah Laila Ramadhani,3,2023-03-13 09:01:36,apk nya lag parah min loading mulu,negatif
ahmad Nov,5,2023-12-11 05:38:43,aplikasi mudah layan cepatpetugas ramah mantaaaab,positif
Syakir Arasyid,3,2024-04-03 01:24:39,komentar bintang bagi tiket mudik min ribu pemudiksiip mantab customer nya responsif bantu sulit,negatif
Moh Amrul,5,2023-03-16 06:40:39,aplikasi mudah bantu,positif
denok agustina,1,2024-03-08 01:11:35,daftar mudik gratis gmnakok gk muncul menunyapdhal sinyal,negatif
Riski Saputro,5,2024-03-07 01:27:51,daftar mudik gratis tanggal ya min barusan akses full kuota,positif
Irfan Djindang,5,2023-12-16 12:20:19,aplikasi bantu jalan,positif
Yuli Iskandar,1,2024-03-06 05:30:52,gak buka lot aplikasi,negatif
Msnazar,1,2024-03-07 03:35:26,info mudik gratisbaru buka dah habis info gak dibales bales aplikasi mudik gratis bikin siapapayah aplikasi ecek ecek gak niat bikin,negatif
Anasrul Safawi,1,2024-03-12 22:51:26,ga bagi tiket mudik yg tentu ga buka,negatif
putra putrawan,1,2024-03-30 01:12:21,aplikasi ko masuk alesannya ganggu mulu,negatif
Asrob,5,2023-12-08 01:44:14,tingkat kn layan publik pilih,positif
Tiff _,5,2023-03-28 05:24:03,layan ramah,positif
VALLENT PUTRA,1,2024-03-15 02:44:14,informasi gk batal gk tera utk daerah duuuullll dul,negatif
Redy Yusrivan,1,2024-03-16 04:55:44,apk kalo mmng bantu mudik ush pake seleksi sgla aja hahaha apk,negatif
ami yaumi,5,2024-01-15 10:24:01,aplikasi bagus fast respon akurat,positif
Alfi Aspihani,1,2024-01-14 23:05:01,super lelet susah login nya,negatif
agung sutrisno,3,2023-03-12 04:58:19,didownloadpdhal kuota penuh sinyal penuh,negatif
Deni Sopfian,5,2024-03-10 02:41:06,aplikasi ok bangetsangat batu utk pulang kampungbagus dh pooknya,positif
Graffi Prasetyo,5,2023-03-15 08:13:11,hp kompatibel hp,positif
Fajar Ardiyansyah,3,2023-03-13 12:00:01,gimana login http failed ya,negatif
M Fajar Qomaru Zaman,5,2023-03-13 13:46:52,lumayan utk bahan informasi arus mudik gak mudik,positif
Teny Berliana sari,1,2023-03-13 09:02:03,aplikasi gk bukaaa nyebelinnn,negatif
Wahyu Ni,5,2023-03-15 03:51:45,layan ramah rapih,positif
Rusmini Atun,1,2024-03-06 05:32:28,banget server nya gilir war tiket,negatif
Ridwan Azis,1,2023-03-13 08:02:27,login http failed coba baik,negatif
Irsyad Huda,3,2023-03-14 22:46:00,install maret malem daftar sdh habis uninstall aja ya kuota kah,negatif
wanto kosongnamlapan,5,2023-04-08 05:58:07,bagi tiket buka tgl april gimana solusi,positif
Anik Widayati,4,2023-03-13 10:00:46,jam mpe ga buka aplikasi ,positif
Sudi arso,1,2023-03-13 17:03:05,masuk masuk habis,negatif
Hendri Pansel,1,2023-03-13 07:32:24,aplikasi yg bikin emosibnyak bngt kendala,negatif
Sugeng Sutrisno,1,2023-03-23 03:19:20,daftar pas tgl maret kuota udah abishahaha,negatif
Trio Yono,5,2023-03-13 03:22:01,barusan buka link nya tp ko ga masuk yahapa eror,positif
EKA LESTI,2,2023-03-13 13:46:31,gak daftar login,negatif
ispri adi,1,2023-03-13 17:23:38,apk error  ga bukagiliran buka tiket sdh habis,negatif
Ade Febrianto,5,2023-03-28 02:50:26,informasi aktual,positif
Wahyu Nur Pratama,5,2023-03-13 22:15:29,tiket udh abis error,positif
Siwi Sutanto,2,2023-03-14 00:49:52,tiket hitung jam tuju habis ya min,negatif
rafif diron,2,2023-03-15 11:55:56,kuota ko sempit yahbaru daftar cilacap habis aja tiket,negatif
Cahya amalia Putri,4,2023-03-13 07:13:27,min aplikasi udah jam gimana daftar,positif
agus riyanto,5,2023-12-14 01:22:02,bagus mudah praktis,positif
agung winanta,5,2023-03-18 01:35:24,cepat ribetpelayanan bagus,positif
Arda A,2,2023-03-13 11:19:37,gak login failed mulu,negatif
Damayanti Dian,1,2023-03-13 03:39:40,aplikasi ga ga buka klo aplikasi perintah jelek yak,negatif
Frank âankin_ã¢ã³ã­ã³â,5,2024-03-25 15:39:14,mudah masyarakat kenal layan sedia perintah transportasi darat bravo ,positif
Mata Air,1,2023-03-13 09:16:32,udah publis download otp nya susaaah bgt tau tau ntar penuh,negatif
Farid Alfaruq,5,2023-03-13 08:38:22,ga logineror http failed,positif
BRN Transport,2,2023-05-12 00:30:19,data massa uji ter update pdhl sdh uji,negatif
Riski Agung,1,2023-03-13 08:26:11,eror ga masukparah nih beneran mudik gratis suruh download apk doang,negatif
tri amiyani,1,2023-03-13 08:26:54,http failedbelum daftar gak pakai,negatif
Fitriana Pramesthi,3,2023-03-12 17:03:28,aplikasi ya min coba masuk,negatif
Barimin 123,5,2023-03-17 08:12:16,cepat mantap,positif
lis wati,5,2023-03-18 01:42:25,layan bagus sukses mitra darat,positif
Adli agamfairuz,1,2023-03-15 06:20:36,tgl tdk login daftar mudik gratisskrng tiket udah abis kecewa sy donwlod aplikasi nya,negatif
Evi_dwi wa,5,2023-03-18 02:37:22,layan cepat ramah tugas,positif
alif hayun,2,2023-03-13 12:39:31,aplikasi masuk gagal,negatif
Esih Sukaesih,1,2023-03-13 07:03:52,gembel ngebug gabisa login pake gmail,negatif
Noer Suplindo,1,2023-03-13 08:49:33,bintang ajaaplikasi aja pake eror mulumaaf uninstal,negatif
Hari Farmadi,1,2023-03-13 10:22:01,aplikasi gak gak login,negatif
Shintiya Setiya,3,2023-03-13 12:38:50,tetep gk login nih min,negatif
Zayin Adja01,1,2023-03-13 13:32:30,http nya eror mulukalau bom siapjangan paksa utk publikasi,negatif
Trie Dewie,5,2023-03-21 06:09:48,bantu terimakasih mitra darat,positif
Vhea Amalia,1,2023-03-13 11:46:36,gak buka http eror dr pagi gmn daftar,negatif
virgo Rant,1,2023-03-23 09:24:47,aplikasi cek tiket muncul,negatif
Agus Poter,2,2023-03-14 01:11:28,bagus program nyamembantu,negatif
Eko Paull,1,2023-03-15 11:56:03,download tiket tuju udh habis semua,negatif
harmadi ht,5,2023-03-18 01:06:13,proses mudah cepat,positif
Miftahul Hadi,5,2023-03-16 03:36:29,bagus enak kemarin pakai web,positif
Siti Rominah,5,2023-03-20 01:23:50,layan nya bagus nyaman tahan terima kasih,positif
whahyu dhanoe,5,2023-03-17 03:45:26,layan cepat tugas ramah,positif
Jumin Suyono,1,2023-04-09 13:49:00,buka daftar menit tiket kuota habis,negatif
lukman hakim,2,2023-03-13 11:02:45,aplikasi akses ya daftar mudik gratis,negatif
Ariel Chandrawinata,1,2023-03-13 11:02:00,aplikasi ga bermanfaatmana daftar,negatif
Yanti Noval,5,2023-03-15 01:24:15,terikasih adain mudik gratis bantu ramah mbakny masy melayaninny good jobbbb,positif
syabil ok,3,2023-03-13 06:01:48,sen tiket mudik http eror mulu waduhhh mudah loadingnya ambil tiket mlh gagal mulu,negatif
Alif Fadil,1,2023-03-13 11:56:53,http failed mulu ya,negatif
Balqis Nirmala,3,2023-03-13 09:31:46,gimana sih susah bgt ga daftar failid mulu,negatif
Dwi Ratmoko,1,2023-03-13 10:34:23,buka aplikasi respon tiket habis,negatif
Ari Yanto,5,2024-03-04 01:31:51,mudah akses bantu proses cari,positif
roni sugiawan,1,2023-03-13 10:34:24,gak login http eror,negatif
Wahyu Tri,1,2023-03-16 05:25:08,buka mudik gratis lsg buka kuota langsung habis,negatif
Riska,1,2023-03-13 07:58:47,ponsel gak buka ya apk nya,negatif
Fatir Fatir,5,2023-03-15 01:50:33,bagus bngt aplikasi mitra darat bantu rantau thn dpt tiket mudik gratis,positif
Fadhil Axx,2,2023-03-13 08:01:35,ga login failed,negatif
Muhammad Dhafa,1,2023-04-19 03:50:31,ga tugas bilang jam berangkat jam berangkat tolong bilangin tugas kasih tunjuk,negatif
Ahmad Muholani,1,2023-03-13 10:47:53,alamat valid tdk login,negatif
Abiy Zaenal,1,2024-03-30 07:16:14,war mudik gratis main server cincai cncai pake pulus,negatif
Fesya Marcelyna,3,2023-03-13 11:05:10,failed teruss ya,negatif
Ananda Raihanul . I,2,2023-03-15 03:23:37,hr masuk lokasi berangkat kota tuju loading doang min kuota sdh habis ato gmn,negatif
bengbeng tigabelas,2,2023-03-13 08:26:05,http failid terusgak login,negatif
Laras Wati,4,2023-03-13 09:11:37,gk login http failed,positif
harzo hrichs,2,2023-03-24 10:45:46,pilih lokasi berangkat pilih lokasi tujuansaya bekas kota,negatif
Andre Ardian,1,2023-03-27 02:40:02,bantu masukin rute gada pilih mentok situ aja,negatif
chika anggun,5,2023-03-11 16:44:42,kak ga otp ya ga masukin data,positif
Gentur Banyu,4,2023-03-12 15:55:08,login susah bener ya min gara server penuh,positif
Rosihin Driver,5,2023-03-14 10:30:36,min login tiket habis yahini mohon bantu terima kasih,positif
sumirah soleh,5,2023-03-18 01:08:47,terimaksih mudik gratis moga kemenhub jaya,positif
Sony Tryanggoro,3,2023-03-13 13:07:11,pas daftar failed,negatif
Daffa Iman,4,2024-01-16 11:40:46,tracking feeder mus blm ya,positif
Ibrahim Ibrahim,2,2023-03-13 09:49:59,login klo sdh login dpt tiket mudik gratis nya ubah bintang bintang trimakasih,negatif
Izaa Syahidah,1,2023-03-28 21:53:16,aplikasi gak manfaatgak niat ngasih fasilitas,negatif
Marchonell,2,2023-03-13 23:54:07,orror trus min pilih armada gk nyari tiket mudik gratis gk,negatif
Jenny Riyana,3,2023-03-13 08:47:07,udah donwload tp gak,negatif
Andriansyah Sufari,3,2023-03-13 07:04:05,ko dh jam menit buka aplikasi,negatif
lina solikha,5,2023-03-15 03:01:28,layan baikramah bersahabatterimakasih kemenhub,positif
Ysuff kosong6sebelas4x,4,2023-03-13 07:41:28,aplikasi daftar mudik gratis gak mohon baik,positif
Ase jaksel,1,2023-03-25 13:29:42,hari cek mudik gratis ga kebukahehhehe,negatif
Fredii Supratno,2,2023-03-13 08:23:31,aplikasi maintenance kah eror,negatif
Septi Wulandari,3,2023-03-13 07:35:28,pas pilih terminal nya loading ya min,negatif
Sarwono Sar,5,2023-12-09 02:15:44,yg pas thn dr ancol layan bagus bus ok pokok mantuuul,positif
Supri Yanto,4,2024-03-12 17:07:27,apk nya bagus susah daftar mudik offine,positif
Win Winarni,5,2023-12-16 03:17:41,moga bis rute jalan nya tambah,positif
Muh Lasin,5,2023-12-19 17:02:08,bagus sekalimembantu yg apps,positif
Ajat Ajja,1,2024-03-08 01:18:27,jaring aman tp ngelag banget gilir buka tiket tuju lgsg habis main orang,negatif
Re Nita,1,2024-03-08 06:23:47,daftar mudik gratis buka buka tiket habis,negatif
AGDP Gaming,5,2023-12-10 05:43:05,aplikasi mudah bantu,positif
Firstlady Athome,5,2024-03-10 01:08:08,layan cepat responsif,positif
Siti Riya,5,2024-03-12 03:57:49,layan nya bagus banget ramah,positif
Sri Haryati,1,2023-03-22 04:32:42,gak login auto uninstall aja,negatif
LAPOBATAK,1,2024-03-22 11:07:28, nunggu ngeviralin tiket habis mulu udh standbay jam ttp habis hari parah yg dpt duluan pasti orang,negatif
Endro Jemsfood,5,2024-01-12 04:32:58,mudah paham manfaat,positif
Prihatin,5,2024-03-05 06:12:18,daftar mudik gtatis buka cek aplikasi mitra darat menu mudik gratis letak belah ya terima kasih,positif
Ozzy Ahmad,5,2023-12-09 08:07:02,mudah bantu kece bus terkadang sedia mudik gratis tahun moga tambah layan terimakasih kemenhubdat,positif
Endang Rumini,1,2024-03-10 02:51:30,masuk susah gilir masuk tiket abis,negatif
Jhy Sant Puji Santoso,3,2024-03-05 07:06:24,mitra darat bikin mudik gratis ngga sesuai jadwalmohon jasa kasi yg nunggu dri pagi jam bom buka,negatif
Yusep Suhaeri,5,2024-03-09 01:33:52,susah banget dapet tiket apa udah habis aja,positif
Olemon Journey,1,2024-03-05 05:35:55,gak guna etik kota tuju gk muncul,negatif
Leni m,5,2023-03-17 04:21:50,bantu masyarakat yg kelas tengah bawah program mudik gratis ekonomi negara yg tentu moga program adakan utk aamiin,positif
Melyana Indiarsih,5,2024-03-07 00:58:17,recommended guna rutin teman bus,positif
Endah Wati,1,2023-12-09 11:56:47,tingkatkn layan publik pilih,negatif
Ilham Mudin,5,2023-12-31 11:39:02,terimakasih berkat aplikasi mitradarat jogja gratis via mudiknataru,positif
Rizky Ari Gunawan Channel,2,2024-03-06 05:16:05,payah war mudik gratis nge apknya,negatif
Bambang Purwanto,2,2023-03-14 16:00:00,habis hitung jam sajaharusnya bagi kuota hari biar rata,negatif
rum niti,1,2023-03-18 10:52:05,tgl maret tiket status sll habis emang beneran habis emang ngga niat mudik gratis,negatif
anang revansyah,1,2024-04-02 01:36:09,aplikasi lot wifi kenceng,negatif
Ha Rishona,1,2023-03-16 15:32:34,download tgl mudik gratis tau kuota udh penuh tiket habis yg mudik oknum orang doang menuh menuhin memori aja mending hapussss,negatif
Budi Santoso,1,2024-03-06 16:28:06,mudik gratis dah buka dah ikutin panduanpas pilih menu caridi panteng pagi ga muncul,negatif
Nindya Safitri,5,2024-02-23 16:35:50,mitra darat salut lebaran adain mudik gratis pp bagi teman yg moga besok pake sktm spt biofarma krn lapang yg jual tiket terimakasih aplikasi sgt bagu,positif
mul yadi,5,2024-03-04 14:58:07,pantau lancar beraktifitas,positif
Muchtar Adzi,3,2024-03-07 04:38:34,ktik alamat tuju ga terang lanjut lg yamohon pnjelasan mkasih,negatif
Ahmad Lutfi hakim,5,2024-03-05 03:36:35,aq download tp kug tampil beda ya gk mode mudik gratis min,positif
dickyawan Perkasa,5,2024-03-15 12:14:12,coba manfaat depa,positif
ratmo timor,5,2024-03-01 03:31:43,mitra darat bantu masyarakat utama nya moda transportasi darat,positif
Windhu Rttmc,5,2024-03-06 01:53:23,mantap aplikasi nyala abang,positif
Tusiran445 Haji,5,2024-03-08 11:14:34,bismillahsemoga rejeki dapet musik gratisterima kasih perintah,positif
sunaryo ancol,2,2024-03-06 06:48:10,aplikasi gak gak daftar mudik gratis,negatif
tri widiatmoko,3,2024-03-01 14:16:42,menu mudik gratis pilih,negatif
Senja Jingga,3,2023-03-29 16:53:33,daftar zonk sebenernya perintah nyediain kuota sih bus bis doank ya,negatif
Aping Aja,1,2023-03-17 22:39:12,nama mudik gratis yaa laris beneran tiket habis kuota tiket yg miris ,negatif
Syukur Fauzan,1,2024-03-07 01:24:14,gw kasih bintang aj sering server trs jalan menit tiket habis masak menit tiket habis parah banget sih,negatif
Agung Nugroho,1,2024-03-12 03:05:09,kota bekas ga info terminal pulo gebang ga bagi,negatif
Sudianto Anto,5,2023-03-15 03:50:11,terimakasih ada mudik gratis bantu yg sulit cari moda transportasi mudik lebaran,positif
Noe Zunaedi,1,2023-03-13 08:12:07,klo siapjangan dipaksakanaplikasi eror muludownblm udah erorparah,negatif
Febri Dwi Rayana,5,2024-02-16 08:42:29,lumayan bantu utk yg buta arah tau nomer sdh armada,positif
Anggi Virgita Dilla Sari,5,2023-03-17 04:19:12,fitur tiket muncul ya daftar tiket arus mudik,positif
Yulita Rahmani,5,2023-03-18 04:12:56,layan nya bagus smoga depan,positif
Mardliyana Ana,3,2023-03-10 16:13:36,min menu saj yh cmn ad bus lk bantu yah min,negatif
Herry Setiawan,1,2023-03-14 12:53:13,app buka tgl  tgl  terang habis hati min jelang jaman,negatif
Phap Phis,1,2024-03-11 05:44:34,heran tuju tiket habisni bikin program serius egak sih,negatif
Dafian Play's,5,2024-03-05 06:39:33,halo admin program gratis buka tanggal maret adem ayem aja kasi min orang tunggu mohon info buka cepat ,positif
Azka zainii,2,2023-04-02 08:12:21,info tgl maret jam langsung download jam tiket habis tuju kalong,negatif
Ananda23 Danifirawati,4,2024-03-13 05:19:11,moga lancar jaya,positif
Ervan Sukanto,4,2023-03-13 10:38:54,alhamdulillah tiket susah  rebut,positif
moh ashari,5,2023-03-13 07:33:26,manfaat masyarakat rantau yg pendapatanya bwah standar,positif
Arto Gianda,1,2024-03-15 02:39:50,ga kuota buka brtahap tp ga jelasin stiap mw daftar tiket sllu habis,negatif
Bambang Mahmudin,5,2023-03-13 08:09:21,siang minsy login ulang ngga masukmhn solusi,positif
Afrilia Diva,5,2023-03-15 03:01:20,ok bantu program mudik gratiss nya moga ada hehehe,positif
Nasional Photo,1,2023-03-20 18:47:28,mudik gratis ngak buka udah habis tiket tolong meter hubung cek panitia ngak mudik gratis ngk buka udah habis tiket,negatif
Wasidi Ade,5,2023-03-11 17:30:48,mantap layan moga pas daftar mudik eror lancar,positif
Karimatun Nisa,5,2023-03-17 07:16:47,terimakasih mudik gratis kemrnhub bantu,positif
Satrio Abimanyu,2,2023-03-10 02:40:10,dapet otp nya smpe skrng belm dapet,negatif
novendra albis,5,2023-12-15 06:10:09,alhamdulillah bantu apk mitra darat,positif
Mas Wawan,2,2023-03-14 08:05:01,hari buka udah hbs tiket min tp knp tutup kalo kuota da habis,negatif
erwan susanto,5,2024-03-06 01:27:16,susah aplikasi mitra darat masuk tiket gratis,positif
YATINI,2,2023-03-12 16:40:09,gk login hadehh gimana sih,negatif
Latifah Zen,5,2024-01-31 09:44:03,moga umur sehat kembang yaa masyaallah alhamdulillah ga henti syukur kemarin mudik gratis,positif
Zahra N F,3,2024-03-26 00:13:49,gabisa akses pake data,negatif
Tri Raharjo,3,2023-03-13 07:19:45,bintang nggak masuk eror,negatif
Heri Yanto,5,2023-12-12 01:57:24,alhamdulillah aplikasi mitra darat mudik gratis,positif
Yoga Pramono,1,2024-03-11 03:25:55,even mudik gratis boro boro masukbisa masuk klo udah abis doang buka event,negatif
Niluh eka Astiti,5,2024-04-06 07:56:09,bantu guna angkut umumterimakasih,positif
109_Agus Indrawan,3,2023-03-14 07:52:46,min ko cek status tiket habis semuasemua jurus cek tiket habis,negatif
Sri Yatno,2,2023-03-13 10:32:04,aplikasi ngk bs akses cm bikin kesel,negatif
mas darsono,5,2023-03-13 07:32:03,program bagus bantu masyarakat mudik pulang kampungterus tingkat layan masyarakattrima kasih dishub mitra darat,positif
Try Laredjogja,1,2024-03-04 17:10:17,menu mudik gratis iklan,negatif
Octa Viana,5,2023-03-16 14:24:47,bantu banget alhamdulillah terimakasih adain mudik gratis ,positif
Anggi Trinanda,2,2023-03-14 23:09:04,tiket mudik gratis langsung abis aja calo taun kemaren,negatif
Dimas Prasetyo,1,2023-03-13 07:30:52,login tanggal pas daftar mudik gratis ga masuk masuk,negatif
Mulyono Driver,1,2024-03-11 01:52:18,aplikasi ga gunajelek ga pake,negatif
Anggita Septiyani,3,2023-03-13 07:03:12,klo dpt tiket mudik gratis bintang btw http failed ya krn yg buka,negatif
syanah dwi mulyadi,5,2023-03-15 02:30:51,alhamdulillah mudik gratis terima kasih mitra darat sukses,positif
Naura Ayu nindya,5,2024-03-15 01:02:23,kasih bintang cari tiket gratis mudik nggak dapet-dapet,positif
Umi Hb,1,2023-03-13 10:56:45,sya udh download tpi ko gk bsa login yah gimna,negatif
Pulsa Danu,5,2023-03-13 10:05:01,mantap order lambat krn judul nama gratis,positif
Ridho Kurniawan,3,2023-11-25 15:31:38,gak pulang kampung karena biaya tolong bantu,negatif
agus setiawan,5,2023-03-15 03:16:15,bantu yg kerja serabutan andal,positif
hamam ruslan,1,2023-03-13 15:00:27,masuk dr jam habis isak bru bsa bukak gilir akses tiket mudik gratis habis emang koplakkk,negatif
Sri Yono,5,2023-04-07 17:36:39,bahagia hati kalow mudik gratis lebaran ada bumn terima kasih lha baru doewland aplikasi koktiba mucul tiket habis lurrrr,positif
yogi ridani,4,2023-03-13 15:13:33,http failed min gmn tu maksud,positif
Eli Anjarwati,5,2024-03-16 04:01:08,mudah keren lengkap ken ngrasain mudik sayang ga kerja jakarta ,positif
Muhammad Yusuf,5,2024-04-04 10:00:25,gratis pekanbaru program gak ya,positif
ari anto,3,2023-03-13 13:06:14,sdh puluh kali login hasil http failed,negatif
