userName,content,sentiment_label
Ysuff kosong6sebelas4x,aplikasi daftar mudik gratis gak mohon baik,positif
Ase jaksel,hari cek mudik gratis ga kebukahehhehe,negatif
Fredii Supratno,aplikasi maintenance kah eror,negatif
Septi Wulandari,pas pilih terminal nya loading ya min,negatif
Sarwono Sar,yg pas thn dr ancol layan bagus bus ok pokok mantuuul,positif
Supri Yanto,apk nya bagus susah daftar mudik offine,positif
Win Winarni,moga bis rute jalan nya tambah,positif
Muh Lasin,bagus sekalimembantu yg apps,positif
Ajat Ajja,jaring aman tp ngelag banget gilir buka tiket tuju lgsg habis main orang,negatif
Re Nita,daftar mudik gratis buka buka tiket habis,negatif
AGDP Gaming,aplikasi mudah bantu,positif
Firstlady Athome,layan cepat responsif,positif
Siti Riya,layan nya bagus banget ramah,positif
Sri Haryati,gak login auto uninstall aja,negatif
LAPOBATAK, nunggu ngeviralin tiket habis mulu udh standbay jam ttp habis hari parah yg dpt duluan pasti orang,negatif
Endro Jemsfood,mudah paham manfaat,positif
Prihatin,daftar mudik gtatis buka cek aplikasi mitra darat menu mudik gratis letak belah ya terima kasih,positif
Ozzy Ahmad,mudah bantu kece bus terkadang sedia mudik gratis tahun moga tambah layan terimakasih kemenhubdat,positif
Endang Rumini,masuk susah gilir masuk tiket abis,negatif
Jhy Sant Puji Santoso,mitra darat bikin mudik gratis ngga sesuai jadwalmohon jasa kasi yg nunggu dri pagi jam bom buka,negatif
Yusep Suhaeri,susah banget dapet tiket apa udah habis aja,positif
Olemon Journey,gak guna etik kota tuju gk muncul,negatif
Leni m,bantu masyarakat yg kelas tengah bawah program mudik gratis ekonomi negara yg tentu moga program adakan utk aamiin,positif
Melyana Indiarsih,recommended guna rutin teman bus,positif
Endah Wati,tingkatkn layan publik pilih,negatif
Ilham Mudin,terimakasih berkat aplikasi mitradarat jogja gratis via mudiknataru,positif
Rizky Ari Gunawan Channel,payah war mudik gratis nge apknya,negatif
Bambang Purwanto,habis hitung jam sajaharusnya bagi kuota hari biar rata,negatif
rum niti,tgl maret tiket status sll habis emang beneran habis emang ngga niat mudik gratis,negatif
anang revansyah,aplikasi lot wifi kenceng,negatif
Ha Rishona,download tgl mudik gratis tau kuota udh penuh tiket habis yg mudik oknum orang doang menuh menuhin memori aja mending hapussss,negatif
Budi Santoso,mudik gratis dah buka dah ikutin panduanpas pilih menu caridi panteng pagi ga muncul,negatif
Nindya Safitri,mitra darat salut lebaran adain mudik gratis pp bagi teman yg moga besok pake sktm spt biofarma krn lapang yg jual tiket terimakasih aplikasi sgt bagu,positif
mul yadi,pantau lancar beraktifitas,positif
Muchtar Adzi,ktik alamat tuju ga terang lanjut lg yamohon pnjelasan mkasih,negatif
Ahmad Lutfi hakim,aq download tp kug tampil beda ya gk mode mudik gratis min,positif
dickyawan Perkasa,coba manfaat depa,positif
ratmo timor,mitra darat bantu masyarakat utama nya moda transportasi darat,positif
Windhu Rttmc,mantap aplikasi nyala abang,positif
Tusiran445 Haji,bismillahsemoga rejeki dapet musik gratisterima kasih perintah,positif
sunaryo ancol,aplikasi gak gak daftar mudik gratis,negatif
tri widiatmoko,menu mudik gratis pilih,negatif
Senja Jingga,daftar zonk sebenernya perintah nyediain kuota sih bus bis doank ya,negatif
Aping Aja,nama mudik gratis yaa laris beneran tiket habis kuota tiket yg miris ,negatif
Syukur Fauzan,gw kasih bintang aj sering server trs jalan menit tiket habis masak menit tiket habis parah banget sih,negatif
Agung Nugroho,kota bekas ga info terminal pulo gebang ga bagi,negatif
Sudianto Anto,terimakasih ada mudik gratis bantu yg sulit cari moda transportasi mudik lebaran,positif
Noe Zunaedi,klo siapjangan dipaksakanaplikasi eror muludownblm udah erorparah,negatif
Febri Dwi Rayana,lumayan bantu utk yg buta arah tau nomer sdh armada,positif
Anggi Virgita Dilla Sari,fitur tiket muncul ya daftar tiket arus mudik,positif
Yulita Rahmani,layan nya bagus smoga depan,positif
Mardliyana Ana,min menu saj yh cmn ad bus lk bantu yah min,negatif
Herry Setiawan,app buka tgl  tgl  terang habis hati min jelang jaman,negatif
Phap Phis,heran tuju tiket habisni bikin program serius egak sih,negatif
Dafian Play's,halo admin program gratis buka tanggal maret adem ayem aja kasi min orang tunggu mohon info buka cepat ,positif
Azka zainii,info tgl maret jam langsung download jam tiket habis tuju kalong,negatif
Ananda23 Danifirawati,moga lancar jaya,positif
Ervan Sukanto,alhamdulillah tiket susah  rebut,positif
moh ashari,manfaat masyarakat rantau yg pendapatanya bwah standar,positif
Arto Gianda,ga kuota buka brtahap tp ga jelasin stiap mw daftar tiket sllu habis,negatif
Bambang Mahmudin,siang minsy login ulang ngga masukmhn solusi,positif
Afrilia Diva,ok bantu program mudik gratiss nya moga ada hehehe,positif
Nasional Photo,mudik gratis ngak buka udah habis tiket tolong meter hubung cek panitia ngak mudik gratis ngk buka udah habis tiket,negatif
Wasidi Ade,mantap layan moga pas daftar mudik eror lancar,positif
Karimatun Nisa,terimakasih mudik gratis kemrnhub bantu,positif
Satrio Abimanyu,dapet otp nya smpe skrng belm dapet,negatif
novendra albis,alhamdulillah bantu apk mitra darat,positif
Mas Wawan,hari buka udah hbs tiket min tp knp tutup kalo kuota da habis,negatif
erwan susanto,susah aplikasi mitra darat masuk tiket gratis,positif
YATINI,gk login hadehh gimana sih,negatif
Latifah Zen,moga umur sehat kembang yaa masyaallah alhamdulillah ga henti syukur kemarin mudik gratis,positif
Zahra N F,gabisa akses pake data,negatif
Tri Raharjo,bintang nggak masuk eror,negatif
Heri Yanto,alhamdulillah aplikasi mitra darat mudik gratis,positif
Yoga Pramono,even mudik gratis boro boro masukbisa masuk klo udah abis doang buka event,negatif
Niluh eka Astiti,bantu guna angkut umumterimakasih,positif
109_Agus Indrawan,min ko cek status tiket habis semuasemua jurus cek tiket habis,negatif
Sri Yatno,aplikasi ngk bs akses cm bikin kesel,negatif
mas darsono,program bagus bantu masyarakat mudik pulang kampungterus tingkat layan masyarakattrima kasih dishub mitra darat,positif
Try Laredjogja,menu mudik gratis iklan,negatif
Octa Viana,bantu banget alhamdulillah terimakasih adain mudik gratis ,positif
Anggi Trinanda,tiket mudik gratis langsung abis aja calo taun kemaren,negatif
Dimas Prasetyo,login tanggal pas daftar mudik gratis ga masuk masuk,negatif
Mulyono Driver,aplikasi ga gunajelek ga pake,negatif
Anggita Septiyani,klo dpt tiket mudik gratis bintang btw http failed ya krn yg buka,negatif
syanah dwi mulyadi,alhamdulillah mudik gratis terima kasih mitra darat sukses,positif
Naura Ayu nindya,kasih bintang cari tiket gratis mudik nggak dapet-dapet,positif
Umi Hb,sya udh download tpi ko gk bsa login yah gimna,negatif
Pulsa Danu,mantap order lambat krn judul nama gratis,positif
Ridho Kurniawan,gak pulang kampung karena biaya tolong bantu,negatif
agus setiawan,bantu yg kerja serabutan andal,positif
hamam ruslan,masuk dr jam habis isak bru bsa bukak gilir akses tiket mudik gratis habis emang koplakkk,negatif
Sri Yono,bahagia hati kalow mudik gratis lebaran ada bumn terima kasih lha baru doewland aplikasi koktiba mucul tiket habis lurrrr,positif
yogi ridani,http failed min gmn tu maksud,positif
Eli Anjarwati,mudah keren lengkap ken ngrasain mudik sayang ga kerja jakarta ,positif
Muhammad Yusuf,gratis pekanbaru program gak ya,positif
ari anto,sdh puluh kali login hasil http failed,negatif
Hafizhmuh official,login pke emailtp tidk untk masukin tlp gmn,positif
Vita Sakinah,kasih bintang dulukalau depan bagus tambahin bintang,negatif
Mujiyani Yani,program mudik gratis buka kemarin siang pagi ud habis aja,negatif
Sodikhol Abidin,burukaplikasi error,negatif
Dhita Febriana,terima kasih layan nya ramah,positif
Nuri sarumpaet,kalo mlm minggu ato weekend jam operasi hrsnya sampe pkl donk,negatif
aleko ale ale,kmrn email gilir kasih email gk tanggap responnya nunggu loh,negatif
Kurniadi Adi,download lum daftar mudik gratis,negatif
Atik Illah,kabupaten bekas berangkat mudik gratis kak login,positif
Uday Wahyoe,aplikasi yg prematur,negatif
Andika Bestari,percumaudah didownload cek berangkat mudik,negatif
dikri romadon,min ko gak milih tiket gratis nya ya alamat tuju udah tiket gratis nya dah habis,negatif
Sanyoto BejaseNusantara,kecewa dg program moga depan,negatif
Surat Surat,detail tiket gratis habis,positif
Seto Prayogi,daptar ngak ngak kaya tshun gampang banget,positif
Samsul Hidayat,aplikasi gk mutu tanyain whsap kuota mudik gratis gk bales,negatif
Rezky Fajar,tau ahh mudik grtisny habis maasa cepat tangan orang daftar wkk,negatif
Titik Robiyanti,selamat siang minsaya daftar gratis tiket tuju habis yaaak buka yaaa,negatif
Jamaludin 89,aplikasi keren daftar mudik gratis,positif
Hermansyah Eman,aplikasi tuju kota bandung,negatif
Febry Dwi Ardy Putera,mudik gratis buka daftar udh abis aja,negatif
csbono santoso,gilir cari mudik gratis sistem server downgimana nih minberharap banget program mudik gratis,positif
ari yuda tama,ga hbis fikir kuota mudik segitu bnyak nya lgsg habis sketika hnya dalm bberapa jam  mudik motor gaes,negatif
dwi riyanto,login aja susah masuknyapadahal imail udh bener,negatif
Zul Ahmad,knapa login min kode nya ga,positif
Mad Muhamad,terima kasih mudik gratis,positif
edi suhardi,batu pulang kampung halaman,positif
Muhammad Nabil Robbayani,apk bantu masyarakat status kendara sewa,positif
Nur Asiyah Lazuardina,aplikasi mudah cari tiket,positif
Yunus Mulyadi,terus buat bantu yg butuh,positif
Dewi Mahalita,bingung ga ngerti mudik gratis tp gada pilih nya,negatif
arno biru,mudah jalan informasi lengkap,positif
Manarul Hidayat,gimana gambar biru doang ya ga penjelsan,negatif
Hadi Hamudi,alhamdulilla bantu aplikasi,positif
Zainal Arifin,login trus ngak milih tuju mudik,positif
reza pradana,gak tiket dah,negatif
Subkhi Najiyullah,hoax biar download doangtiket mudik gratis nya sebenernya ga,negatif
Marsaid Said,gak masuk tiket mudik gratis tiket penuh,negatif
Kukuh Setiawan,ga si pake notif http failed try min,negatif
Tomy Tomy,gk sih mudik gratis download buka mudik gratis tulis tiket habis,negatif
Joni Kw,udh login tp ga notif masukin wa min,positif
tri purwanto,alhamdulillah mudah guna aplikasi moga manfaat masyarakat,positif
Kalsum Uwo,alhamdulillah dapet mudik gratis terimakasih kemenhub bantu keluarga saya,positif
maman ji,gak login gimana solusi,negatif
Asri Azis,guna,positif
Mistriyani Yani,alhamdulilah aplikasi mitra darat bantu kami,positif
Endah Septiana Wati,mudik gratis terang suka buka tp kn gak menu daftar mudik gratis mitra darat,negatif
puji astuti,parahhh sih tetep gak reprint kertas lembar uji guna,negatif
vit33 Rudz,terima kasih layan nya ramah,positif
teguh hartanto,sya daftar mudik tpi ktrangannya tiket habis sempat mudik gratis,positif
Lina Marlina,buka aplikasi nya koq errot trs,negatif
heris tri wibowo,sory unistall gak bgt daftar mudik gratis server error,negatif
Putut Harmoyo,fitur nya gak muncul min,positif
Okky Hardiyan,terimakasih mitra darat tiket mudik pp motor moga jaya raya,positif
Ayu Lestari,kasih bintang kalo dapet tiket mudik gratis kasih bintang,negatif
Nur Setyawan,http failed sih min,negatif
Kumala Eka,daerah mt haryono koridor nya simpang beller gedung kembar toko orange henti koridor,positif
semut ireng,menu mudik gratis nggak buka,negatif
NIHLATUL AINUN FAUZIAH,pas cek udah habis semua tolong lebihin kloternya,negatif
Sri Haryani,batu rakyat sukses,positif
Aisyah Eva Novianti,icon mudik gratis muncul ya aplikasi min,positif
Eko AE Fishing loss doll,aplikasi mitra darat gk menu mudik gratis thn,positif
putra 123,bener server dr td pagi kg ntar gilir masuk apk kuota habis,negatif
Sofyan Rahardian Dewantoro-006,bantu mobilitas,positif
Atminah Atminah,gak guna gak buka aplikasi,negatif
Yyy Zzz,terimakasih terbang mitra darat,positif
Almaira Sekar,kayak gak dapet tiket gratis motor aja mudik,negatif
Edy Junaedi,alhamdulillah mantaaap biasamudik gratis bantu masyarakat yg mudik,positif
agus garage,ok banget mmbantu,positif
Yuli Yuli,muter muter sinyal nya sengaja,negatif
Den' Az,tlg bantu terang tiket habis pilih tujujan,negatif
Sarmini Mini,layan sang bagus,positif
agung cahyono,sdh coba daftar tpi blm tiket yg ready,positif
Ahmad Atoillah,bantu jalan mudik,positif
Adi Supardi,moga depan tambah armada,positif
Arief Slavia (B 47 UL),manfaat ,positif
aishwa Safaniya,ko ambil mudik gratis poris tangerang jurus palembang gak trus kauto nya udah abis ya,negatif
kaligrafi arab,mantap nitra darat,positif
Anita Anp10,min pas nyari lokasi jemput lokasi tuju eror,positif
Rochim Gb,layan bagus cepat,positif
Rusminah Rusminah,buka menu mudik gratis tuju tangerang madiun klik kosong gilir besok buka tau tau tiket dah penuh gimana ni haha,negatif
Duta Nugraha,arah login google failed,negatif
Andra yani,ga bsa buk apafailed muluuuuu,negatif
Imam Rofi Udin,mah gak lanjut cari knp ya,negatif
Wah Yudi,aplikasi ga jelek ga buka,negatif
MangCek Rana,manfaat,positif
M Syarif,aplikasi sampah hari load gilir buka tiket habis,negatif
Hendro Pringgodani,susah mode bus bos tiket habis jam pagi buka eror  rusa apknya,positif
Deni Nixon,ngga jls respon via,negatif
Wahyu Di,login gak buka,positif
Fatihah Nuraini,udah login klik mudik gratis pilihlokasi tp ga apa ya,positif
Hariy -,susah masuk masuk tiket habis,negatif
Ika Priyanti,layan mohon baik biar langgan puas,positif
Saujana Baladhika,mantapp terima kasih ada mudik gratis moga samkin lanjut warga jakarta dll sukses,positif
Dafa Ramadan,bismillahirrahmanirrahim pulang kampung terimakasih mudah urus kami,positif
Didik Hermanto,alhamdulillah bantu masyarakat terimakasih mitradarat,positif
Nur Kholis,bantu jangkau,positif
Miftah Rohmat,gak menit buka mudik gratistiket habis aja kwkwkk,negatif
Mahfud Gatot,terimakasih kemenhub yg mudik gratis kamivsemoga jaya tunggu mudik bareng ya   ,positif
Khofifatul Mubasiroh,maaf min daftar mudik gratis gak ya,positif
Anwar Kuming,kemarin tgl masuk aja susah pas masuk kuata habis hadeeh,negatif
Narti Narti,terima kasih adakan program bantu,positif
David Reza,mudah dpet tiket app nya mudahn lncar bismillah,positif
Azzam,aplikasi mantab jaya bantu ,positif
rian kashira,moga mudik bantu baikterima kasih,positif
Rendi Ariyono,proses cepat tugas tanggap layan verifikasi ulang,positif
Alisa Suryaningsih,alhamdulillah bantu jalan mudik gratis thun trimksh mitra darat,positif
Yantoreso Saminto,tiket habis,positif
imam ghozali,mantap trima kasih mitradarat,positif
Nazri Ahmadinezad,aplikasi ga banget deh pokok,negatif
Rere Cute,buka daftar tiket mudik tgl maret jam mlah buka gimna ngerjain doank,negatif
Tami Rahmasari Abdul Manaf,aplikasi,negatif
winardi didit,alhamdulillah lancar daftar validasi amin,positif
Dwi Septia,transpakuan msuk kasih bintang,negatif
Sutrisno Spd,mantap kali teman bus mitra darat bunyi ingat kasi tau bus sdh dekat,positif
nawi fadillah,buka pendaftaraan kemarin mudik gratis daftar tiket habis,positif
Mus Lim,min ko failed sih gak muncul masuk hp,negatif
Nurul Fitriani,dafrar masuk akun google susah banget mental,negatif
Yanna Olivia,min ko eror sih min aplikasi ntar tau penuh kuota min,positif
Juniarty,alhamdulillah mudik gratis mksh,positif
SUROTO OTORUS,aplikasi yg bantu pergi,positif
Siti Juhairia,alhamdulillah mudik gratis bbrp gagal,positif
M Sail,tolong balas daftar mudik gratis kemenhub mitra darat habis kouta nya ratingnya nyusul,negatif
Aprilia Pratiwi,cari mudik gratis habis ya gmn sih nih aplikasi,negatif
uts.Suyatno,moga manfaat utk masyarakat luas lahan info jalan darat,positif
Inggit Dewi87,aplikasi mantabs,positif
Toto Prayogi,daftar buka tgl maret jam daftar tgl maret jam ko tiket habis aja ya,negatif
Tubagus Kresno,download aplikasi mitra darat,positif
Dafi Ibrahim,terima kasih layan ramah kaka nya,positif
Mae Mae,min udh tgl nih dftr mudik grtsnya gmna ya klo hasil bntang deh,negatif
Imamkhoiru68,layan nya sanggat bagus,positif
ABDUR ROJAK ROJAK,daftar sdh habis gimana cerita min,negatif
Ari Zamhuri,tiket bersngkat bus,positif
Ang isma,coba bantu min bikin bingung guna kasih yg,negatif
BAYU TZY,tiket mudik habis payah banget mending kemarin,negatif
Eka Yulianto,bantu masyarakat pulang kampung ,positif
burhan Udin,gk download gk daftar tiket habis,negatif
Suryono Diningrat,akun gogel email nggk tolong masukanya,negatif
Hermin Hermin,letak halte baharu,negatif
Ilham Vivo,yg komplen bus listrik tolong ganti bus sm solar,negatif
yulianto Sheila gank,gak daftar,negatif
Azis Hidayat,aplikasi eror susah daftar mudik gratis,negatif
dar yadi,gilir daftar mudik akses,negatif
Nova Puspita,knp terminal poris plawad tanggerang ga daftar,positif
Mukhtar Rudin,mudikgratis jalur palembang malang cek tanggal maret sampe kosong makasih,positif
BulBul Eneste,kerenn mitra darat sek war tiket,positif
Arif Maksum,gampang bnyk bantu,positif
Fajri Subakti,tolong tindak teman bus trans dewata kerap ugal ugalan nerobos lampu merah rem dada,negatif
tony iskandar,lumayan utk semanggi suroboyo,positif
Musri Yatun,alhamdulillah dpt tiket mudik,positif
netral loss,habis knp buka hbis,negatif
Ahmad Sutanto,login ya,positif
Sarah Hidayati,gak login sih,negatif
Heny Prasetyawati,aplikasi mitra darat kemenhub bantu mudik gratis terimakasih kemenhub,positif
Danu Martinus,tiket gratis habis kah tuju gunung kidul,negatif
Najwa Putri Askana Sakhi,layan bagus trimakasih banyak,positif
Raihan Saffa alghifari,kak temu daftar mudik gratis ya,positif
Muhamad Fahrul,aplikasi bantu,positif
sunaryo naryo,manfaat rantau terimakasih perintah ,positif
Sri Umartini,kmren login susah banget gilir bs login kouta habis sedih,negatif
Sadam sadam,buka daftar mudik gratis  jam jam jam udah abis aneh bin ajaib,negatif
Ari Hulemi,log aja susuah banget gimana sih ,negatif
muhammad nurwahyudin,terima kasih mitra darat mudik gratis nya moga mudik gratis lg ,positif
Nilasari Mukti Widya,penuh perjuanganalhamdulillahberhasil,positif
Ika Nurvikasari,pas pesan eror gimana ya,negatif
Faisal Akhwin,min tiket habis hari ga uptadetan nya,positif
Agung Santoso,tiket habis mulu gimana ya min eror ya,negatif
arip saputra,gak ush download udah gak tiket,negatif
Sis Wanto,bantu banget mncari tiket mudik gratissemoga yg,positif
abi zar,asalamualaikum mohon maaf stlh trdftr akun mitra darat masuk nama lokasi nama daerahvyg tuju selesai trsyg sy mana ya posko validasi dftr ulang kota surabaya nya bu mohon tunjuk trimakasih,positif
wakingah annas,sufah download langkah yah,positif
Anto Subi,ga muncul isi nomer hp ya min,positif
Ricky Ramadhan,gw kasih bintang ga login ya,negatif
Raisha gaming,terima kasih bantu mudik,positif
zaenal m,membatugood jobsehat,positif
Hendry Suhanda,login ga try melulu,negatif
lina ambarwati,terimaksih bantu pulang gratis,positif
Doni Effendy,muas,positif
018_Rhindy Bagus prasetya,kasih bintang udah dapet tiket gratisnyahe,positif
Suci febrianto26,ga mudik gratis bener online pake orang sih nih,negatif
JW TENGAH,ngga mudik tiket gratis nya kehabisa sedih ngga jumpa orang tua,positif
FY Chanel,gagal masuk server parah maaf kasih bintang ,negatif
No Username,gak mutu aplikasi bodoh ujung ujung tetep mudik motor wkwwkwk,negatif
Sifak 1922,alhamdulillah bantu nyala mitra darat,positif
Manusia orang,rute teman bus makassar tinggal butuh,negatif
Bunda Aliya,mantap bantu bangeut utk yg rumah tangga rakyat,positif
Tri Mulyatno,fitur mudik gratis gilir udah loging gak sda,negatif
DANU ARINURAZIZ,terimakasih bnyk mudik gratis,positif
wicaksono vinales,calo ambil tiket mudik gratis mudik jual tiket,negatif
Ahmad ali sukron,hubung bantu rim detik kebagianbahkan moda gratis gak bagi kuota bangga bijak perintah gak pribadi,negatif
Risdiana Ana,mudik gratis gk akses ud download pdhl,negatif
Leni Purwaningsih,terimakasih utk mitra darat kemenhub mudik gratis nya,positif
Dwi Sant47,alhamdulillah mudik gratis terima kasih kemenhub,positif
Saimin Min,mudik gratis buka habis setan garong,negatif
Dina Fransiska,error  trus ya aplikasi,negatif
Dewi Rengganis,maaf gak login ya,negatif
Bunga Syifa,mantap layan baikkkkk,positif
Dimas supriyanto,kota berangkat lengkap bandar lampung,negatif
nisa rap,chat customer servise ga bales,negatif
Indra Ramadhan,kwkw ganggu mulu bosen gw rebut,negatif
Ahyana Kusnandi01,daftar mudik gratis tp gabisa mulu,negatif
Nimade Daryawati,susah ya donlowd,negatif
R JOKO UMBARAN,mudik kabupaten tangga lampung selatan gak rantau tangerang,negatif
Dhava Dwi,bantu banget,positif
novian aurelio,mantapjadi mudik gratis nih terimakasih mitradarat kemenhub,positif
NINGRUM DWI PURWASIH,terimakasih kemenhub layan mudik gratis,positif
Muhammad Arham Zamzami,terimakasih mudik gratis,positif
Nurul Panca,harap mudik tahun dg prog mudik gratis yg luncur gub jateng  dirjen perhub ehh kudu sabar lgdkarenakan apk stlh dbuka msh failed aj ya moga kdepannya lbh lg layan masyarakat ,negatif
Ibnu Hakam,lacak bus transbanjarkula,negatif
ahmad sopian,program mudik gratis nya akses,negatif
zahran ramadhan,info nya mudik gratis gelombang tgl maret daftar gilir cek kethabis,negatif
Edi Purnomo,gak login,negatif
Syu nan29 (anto),gimana si min dapetin mudik gratis asa udah abis aja kuota,negatif
Aisyah Nabila,ok terima kasih tetep error,negatif
dhani ndali,aplikasi bantu masyarakat,positif
Andi Zaskia,tolol terminal yg tidaaak kau singgah jangaaan tuliss aplikasi sayaa capeek tunggu tidaak adaa bus yg singgah bodoh sekaliiiii,negatif
Ferdian Mei,apk ga fungsi,negatif
Andi Andi,moga tiket mudik gratis aman teritregrasi,positif
Athalla Khenzo,layan bagus,positif
Gojek Driver,bagus aplikasi ,negatif
Pray Beristikomah,ngasih mudik gratis susah operasi mending ga,negatif
Maulidya Istiqamah,alhamdulillah mudik gratis perintah kota palangkaraya bantu yg pulang kampung lebaran keluarga,positif
Tonny Warteg,mudah bagus ramah,positif
Gondo,bantu cari info jalan,positif
Abdul Haris,aplikasi bagus bantu,positif
n3t1z3n b41k h4ti,maaf coz istri anak ga tiket tolong orang kaya ga beli tiket gratis mitradarat sempat warga yg miskin,negatif
Nur Ikhfan,alhamdulillah manfaat bantu terima kasih ,positif
Sumanto,tiket gratis habis aja min buka,positif
4nime Lovers,bantu saat musim mudik,positif
sukarno id,bismillah ya pesan mudik gratis buka buka habisdan tuju buka dar rezeki ribu langit bumi serta isi cipta tulis lauh mahfuzjanganlah buat curang bani adam ambil rezeki dzolim ucap buat minta pertanggungjawaban kelak akhirat,negatif
Indah Zeki,mudik gratis cek habis ,positif
Rokhadin,alkhamdulillah tiga kali mudik gratis,positif
iwan azza,pagi bukain mudik gratis tiket kaga bapuk lahhh,negatif
Rifqi Maulidho,layan,positif
Margono Gogon,terimakasih mitra darat supportnya,positif
Sukirdi 05,terimakasih mitra darat moga sukses,positif
Victory,puas lot,negatif
Ali Q,buruk login aja susah,negatif
Agus Kurniawan,terima kasih program mudik gratis ,positif
Bakis PGB Gombong Bersatu,mohon arahanya daftar mudik gratis lebaran mudik gratis lebaran untuk orang,negatif
Guntur Eko,tingkat moga manfaat,positif
Uji Kirono,ga loginserver,negatif
Mukil TM,min salah masukin nomer mo rubah nomer telp gimana biar login mkasih min,positif
Jooo Arni,ragam menu tiada salah gmn,negatif
Fitri Muryani,keren batu,positif
Bambang Adi suritno,mana nya ya daftar mudik gratis ga,negatif
widie sargie,info update nya mudik gratis bus,positif
bayu setyo,mudah,positif
parino 05,bantu sukses,positif
Yulita Rahmani,alhamdulillah moga depan,positif
Iwan21 Ridwan21,buka bis mudik gratis cilacap jawa,positif
Syaroni _93,mind masak masuk kota berangkat kota tujuaan bisaa mohon tingkat,negatif
Julya Zuzana,terima kasih tiket gratis nyasangat bantu,positif
Khalimi Ali,gimana nih gak muncul daftar tiket mudik gratis nya,positif
Demi septi Haryanti,alhamdulillah langsung login,positif
Agus Daryanto,program mudik gratis keluarga terima kasih kemenhub,positif
bambang hermanto2021,gilir pas daftar eror mulu,negatif
Muhamad Iqbal Ramadhan,mantap keren mudik gratis,positif
Sriri Wahyuni,login tp gk bagi tiket,negatif
Adhitya Pangestu Esa Ramadhani,failed aplikasi,negatif
Setyo Hartanto,layan muas,positif
Su Warto,erorr ya gmn bs mudik gratis kl kya gin terusaplikasi sampah,negatif
junianti vlog juniyoaa 21,lope banget bantu ekonomi,positif
Ayah Agung Setiawan,masuk aplikasi aja susah,negatif
Riski Rama,layan terimakasih kk,positif
Rustina sufiyanti,terimakasih layan bagus,positif
Gojek Jakarta Driver,layan bagusssssss,positif
maz delonge,gk download apk ya,negatif
ridho,kota tuju mudik gratis pulau jawa,negatif
Nabila Ayu,bantu aplikasi,positif
Handres Diazony,login,negatif
Syendhi Ardiansyah,bintang eror min sedih,negatif
Margono Salim,trimakasih aplikasi bantu,positif
Cak Nur,baik pesan mudikgratis,positif
Wardoyo Abu Hasna,alhamdulillah aplikasi lbh,positif
M Jomb,manfaat guna,positif
Nina Imna (Nina),ga akses,negatif
nur sulaiman,login aja gak,negatif
Misya Ayra20,bantu cari tiket mudik gratis kemarin mudik gratis mitra daratsemoga mudik bareng mitra darat,positif
Nita S Lintak Dengen,kota kota tuju mudik batas ,negatif
Deri Sandra,ga login,negatif
Jun Arto,akses,negatif
no name,http failed mulu knp ya masuk wa jg mohon bantu,negatif
Eep Saepul,bantu mantap,positif
mif munir,gk booking tiket min,negatif
Adjeng Zuldian,nyari lokasi ny,negatif
Budi Yono,bantu rakya indonesia,positif
Darminto Massiv,dr komn yg jelek tuju banget,negatif
Abdul Rohim,tiket habis kirim adu direspon,negatif
Muhammad Nashiruddin Abduloh,aplikasi bagus keren,positif
Bolo Mancing,aplikasi bagus moga manfaat,positif
Humairoh Sholih,alhamdulillah mudik gratis pp terima kasih mitra darat,positif
Lia Fakhri,alhamdukilah mudik kampungterimakasih kemenhup sukses,positif
Sungkawati Puji Astuti,alhamdulillah terima ksh ditjen hubdat thn mudik gratis,positif
Yusup Sulistiyo,keren bantu,positif
Irsaa Anggrainii,minn tiket habiss emang gaa ditambahin,positif
Fathan Abdul hafiz,aplikasi nya mudah,positif
Iqbal Nur Iskandar 052,bis aja udah abis kek,negatif
Dwiwidyo Utomo,guna mudik,positif
Kk Ad,terima kasih bantu,positif
ÃÂÃÂ²ÃÂÃÂªÃÂÃÂ ÃÂ¨ÃÂ ÃÂÃÂ§ÃÂ²ÃÂ,apk gak mudik gratis ko susah fftarnya apk bodoh,negatif
Budi Santoso,gak login,negatif
EDWARD KHALID,terima kasih fasilitas mudik gratis,positif
Sandy Putro,bagus asyik,positif
DWI SETIAJI,aplikasi lancar jaya,positif
MADRIYANSYAH BIMA,ngebantu bangetttt sih keren,positif
Afifah Izzati Fitriathifa,aplikasiny ga ga jalan,negatif
Nhoen Azza,min apl buka tiket dah habis gimana cerita,negatif
Ferry Cakung,mantab mudah tute info tentsng mudik,positif
Lisa sardi,buka mudik gratis nggakbisa nggak tampil jadwal armada,negatif
Ali Rokhiman,layan,positif
iwant nerazzura,eror mulugiliran log kuota mudik habis,negatif
ANNAS SHOLICHIN,bantu informasi mudik gratis,positif
Andika Chanel,daftar mudik taun yah,positif
heni Wati,buka daftar masuk,negatif
cahaya fajar,gak masukkode verifikasi gak,negatif
Ahmad Sodikin,masuk akun google ko ga ya mohon bantu min,negatif
zainal arifin,assalamualaikum wrwb maaf min wilayah riau pekanbaru,negatif
Dyan An,palayanannya ramah,positif
Riyadi Syafa,daftarya gak masukin imail tolak,negatif
Feren Tyas Munandar,manfaat terima kasih,positif
Indah JaviJeevan,aplikasi yg keren nichad info dsni,positif
Juni Susanto,parah gilir buka daftar mudik gratis ga akses capruk,negatif
vita selviyana,trimakasih mitra daratsukses,positif
Bobby Boy Boy,bantu aplikasi mitra darat mudik lebaran kampung,positif
