userName,score,at,content
Desi eci,1,2023-03-13 07:19:42,gilir udah jam nya buka failed ga udh menit ttp failed gimana
Nur Avia Marselina,1,2024-03-13 00:48:39,daftar april tiket habis gimana sih kak yg ken mudik kecewa 
Arshaka Devandra,4,2023-03-13 01:31:57,klik cari armada ga ya tgl klik cari ga nongol
nopret bagus,2,2023-03-13 11:39:19,nggak login td siang gilir jam siang sampe nggak bukaaaa
Yanianto Yanianto,5,2023-03-15 03:11:58,layan sangar ramah bagus rapih
hary Yanto,5,2023-03-18 01:47:32,bantu layan ramah
Lucky Agus,4,2023-03-13 08:57:22,lot cepat respon aplikasi nya
Purjianto Trans,5,2024-03-30 01:28:01,aplikasi sangan mud bantu
Akbar Channel,5,2023-03-13 02:37:09,daftar pilih tuju gk bsa min
Sumarjiyono,5,2023-03-29 08:19:04,terimakasih layan ramah muas
miko wara_wiri,3,2024-03-08 03:15:29,terimakasih layan nya akses mudik gratis tiket habis
Efry effrazka,1,2024-03-15 02:30:14,notif mudik yg gagal verifikasi mudik gratisgiliran cek ga habis
Armigo Melleng,5,2024-03-06 00:09:27,bantu banget aplikasi pantau posisi bis rute tuju
014_Indra Muliyana,5,2023-11-09 23:39:58,bantu lacak bus kota
Moh Amin Fauzi,3,2023-03-13 10:00:57,login gagal mulu http failed terusss
Heru Riyadi,3,2023-03-13 12:23:46,daftar masuk tulis http filed please try
Rendy Firmansyah Haris R,1,2024-03-21 01:04:49,lihat rute loading nya
Amrulloh Amrulloh,3,2023-03-25 01:06:32,udah kali downloadtetep gak otp masuk
Hafish Jelek,5,2024-03-06 05:49:56,bagus loading lumayan
Arin Ristiana,3,2023-03-10 12:13:31,udh login tp ga menu masukin tlp wa ya min
Rahel Obeth,3,2024-02-06 10:11:03,bagus sih bs track tp parah klo nyambung ubung sore bangeeeeeetttttt org yg mo ngejer bus ubud halte gor ngurah rai dpt bus krn brenti terminal ubung ujung org rogoh duit lbh yg niat irit bus bayar ojek mahal sop sih sop tp liat urgency jg liat sinkron dgn koridor tolong training drivernya komunikasi yg sadar sbg layan publik
yahya M,1,2023-04-12 01:00:15,download mpe lebaran mas aja gak cek kala
Suparjo,5,2024-03-07 16:30:32,minpendataran mudik gratis udh buka yako ngak muncultrims
Triyono Banyumudal,3,2024-03-05 05:51:20,kalo bagus nya
Muhammad Yusuf,2,2023-03-13 07:21:47,udh jam tp ga bisaerror mlahan
D Tri Gustini,5,2024-07-03 10:10:28,jd nyaman pakai kendara
Supri Anto,1,2023-03-13 12:30:54,hancur login siang sampe bmgak tiket mudik gak buka ampuuunn
Idan,1,2023-03-13 13:36:53,error nga bsa login 
SerngengeLintang Wulan (Mas Lintang),1,2023-03-17 08:26:43,daftar mudik pas buka error maintenant selang hari buka tiket habis nyesel download 
Andrea Surya Habibie,5,2023-03-15 03:23:29,terimakasih mudik gratis moga bantu inikeren perintah
abrar bpp,5,2024-07-12 23:26:29,bagus tpi bimbing orang yg downlod
Nisa Iyus,1,2023-04-13 05:07:57,pake aplikasi tiket habis calo wkwk calo mudik gratis
Sinta Widiyanti_046,5,2023-03-12 09:00:38,bagus min apk nya moga lancar jaya
bambang ikhwan,3,2023-03-27 12:39:57,mudik gratis pp gilir daftar motis gak bisakata server habis kuota sisa
Aryanto 203,1,2023-03-13 12:48:57,parah kak aplikasi orang orang udah dapet tiket aplikasi eror trus jam pagi sampe jam malem
Purnomo,5,2023-03-13 09:40:14,min knpa stiap buka aplikasi time trus ya minjd gak min buka mudik gratis
M. sandi s,5,2024-09-15 11:25:16,mudah 
edi purwanto,5,2023-03-12 04:25:49,kak pas login akun google masuk telepon
Ika Novita,2,2023-03-13 09:12:30,aplikasi gak buka ya http failed knp ya min
Susi Ncus,5,2024-03-07 04:03:54,aplikasi user frienly guna banget klo pas musim mudik kyk gin
Ali ali,5,2023-03-13 14:30:24,aplikasi bantu pagi yg bepergianbaik
Desta Priyatno,1,2023-03-13 14:49:45,aplikasi lambat banget responnya
surya atmaja,5,2024-03-05 07:48:38,bantu transportasi angkut
ferdy rizky,4,2024-05-12 14:26:09,gimana sih pemprov bekas jam tutup operasi jam udah gk bantar gebang
fari hung,1,2023-03-13 14:27:23,nggak akses https error 
Shondel Nza,5,2024-04-07 03:50:21,terima kasih dishub moga gampang daftar
Noer Doank,3,2023-03-13 08:40:44,loadingnya bngt nge lag
Narendra Wisnu Karisma,5,2023-03-15 01:31:11,moga aplikasi lengkap informasi rute bus akap
Fadhilah Laila Ramadhani,3,2023-03-13 09:01:36,apk nya lag parah min loading mulu
ahmad Nov,5,2023-12-11 05:38:43,aplikasi mudah layan cepatpetugas ramah mantaaaab
Syakir Arasyid,3,2024-04-03 01:24:39,komentar bintang bagi tiket mudik min ribu pemudiksiip mantab customer nya responsif bantu sulit
Moh Amrul,5,2023-03-16 06:40:39,aplikasi mudah bantu
denok agustina,1,2024-03-08 01:11:35,daftar mudik gratis gmnakok gk muncul menunyapdhal sinyal
Riski Saputro,5,2024-03-07 01:27:51,daftar mudik gratis tanggal ya min barusan akses full kuota
Irfan Djindang,5,2023-12-16 12:20:19,aplikasi bantu jalan
Yuli Iskandar,1,2024-03-06 05:30:52,gak buka lot aplikasi
Msnazar,1,2024-03-07 03:35:26,info mudik gratisbaru buka dah habis info gak dibales bales aplikasi mudik gratis bikin siapapayah aplikasi ecek ecek gak niat bikin
Anasrul Safawi,1,2024-03-12 22:51:26,ga bagi tiket mudik yg tentu ga buka
putra putrawan,1,2024-03-30 01:12:21,aplikasi ko masuk alesannya ganggu mulu
Asrob,5,2023-12-08 01:44:14,tingkat kn layan publik pilih
Tiff _,5,2023-03-28 05:24:03,layan ramah
VALLENT PUTRA,1,2024-03-15 02:44:14,informasi gk batal gk tera utk daerah duuuullll dul
Redy Yusrivan,1,2024-03-16 04:55:44,apk kalo mmng bantu mudik ush pake seleksi sgla aja hahaha apk
ami yaumi,5,2024-01-15 10:24:01,aplikasi bagus fast respon akurat
Alfi Aspihani,1,2024-01-14 23:05:01,super lelet susah login nya
agung sutrisno,3,2023-03-12 04:58:19,didownloadpdhal kuota penuh sinyal penuh
Deni Sopfian,5,2024-03-10 02:41:06,aplikasi ok bangetsangat batu utk pulang kampungbagus dh pooknya
Graffi Prasetyo,5,2023-03-15 08:13:11,hp kompatibel hp
Fajar Ardiyansyah,3,2023-03-13 12:00:01,gimana login http failed ya
M Fajar Qomaru Zaman,5,2023-03-13 13:46:52,lumayan utk bahan informasi arus mudik gak mudik
Teny Berliana sari,1,2023-03-13 09:02:03,aplikasi gk bukaaa nyebelinnn
Wahyu Ni,5,2023-03-15 03:51:45,layan ramah rapih
Rusmini Atun,1,2024-03-06 05:32:28,banget server nya gilir war tiket
Ridwan Azis,1,2023-03-13 08:02:27,login http failed coba baik
Irsyad Huda,3,2023-03-14 22:46:00,install maret malem daftar sdh habis uninstall aja ya kuota kah
wanto kosongnamlapan,5,2023-04-08 05:58:07,bagi tiket buka tgl april gimana solusi
Anik Widayati,4,2023-03-13 10:00:46,jam mpe ga buka aplikasi 
Sudi arso,1,2023-03-13 17:03:05,masuk masuk habis
Hendri Pansel,1,2023-03-13 07:32:24,aplikasi yg bikin emosibnyak bngt kendala
Sugeng Sutrisno,1,2023-03-23 03:19:20,daftar pas tgl maret kuota udah abishahaha
Trio Yono,5,2023-03-13 03:22:01,barusan buka link nya tp ko ga masuk yahapa eror
EKA LESTI,2,2023-03-13 13:46:31,gak daftar login
ispri adi,1,2023-03-13 17:23:38,apk error  ga bukagiliran buka tiket sdh habis
Ade Febrianto,5,2023-03-28 02:50:26,informasi aktual
Wahyu Nur Pratama,5,2023-03-13 22:15:29,tiket udh abis error
Siwi Sutanto,2,2023-03-14 00:49:52,tiket hitung jam tuju habis ya min
rafif diron,2,2023-03-15 11:55:56,kuota ko sempit yahbaru daftar cilacap habis aja tiket
Cahya amalia Putri,4,2023-03-13 07:13:27,min aplikasi udah jam gimana daftar
agus riyanto,5,2023-12-14 01:22:02,bagus mudah praktis
agung winanta,5,2023-03-18 01:35:24,cepat ribetpelayanan bagus
Arda A,2,2023-03-13 11:19:37,gak login failed mulu
Damayanti Dian,1,2023-03-13 03:39:40,aplikasi ga ga buka klo aplikasi perintah jelek yak
Frank âankin_ã¢ã³ã­ã³â,5,2024-03-25 15:39:14,mudah masyarakat kenal layan sedia perintah transportasi darat bravo 
Mata Air,1,2023-03-13 09:16:32,udah publis download otp nya susaaah bgt tau tau ntar penuh
Farid Alfaruq,5,2023-03-13 08:38:22,ga logineror http failed
BRN Transport,2,2023-05-12 00:30:19,data massa uji ter update pdhl sdh uji
Riski Agung,1,2023-03-13 08:26:11,eror ga masukparah nih beneran mudik gratis suruh download apk doang
tri amiyani,1,2023-03-13 08:26:54,http failedbelum daftar gak pakai
Fitriana Pramesthi,3,2023-03-12 17:03:28,aplikasi ya min coba masuk
Barimin 123,5,2023-03-17 08:12:16,cepat mantap
lis wati,5,2023-03-18 01:42:25,layan bagus sukses mitra darat
Adli agamfairuz,1,2023-03-15 06:20:36,tgl tdk login daftar mudik gratisskrng tiket udah abis kecewa sy donwlod aplikasi nya
Evi_dwi wa,5,2023-03-18 02:37:22,layan cepat ramah tugas
alif hayun,2,2023-03-13 12:39:31,aplikasi masuk gagal
Esih Sukaesih,1,2023-03-13 07:03:52,gembel ngebug gabisa login pake gmail
Noer Suplindo,1,2023-03-13 08:49:33,bintang ajaaplikasi aja pake eror mulumaaf uninstal
Hari Farmadi,1,2023-03-13 10:22:01,aplikasi gak gak login
Shintiya Setiya,3,2023-03-13 12:38:50,tetep gk login nih min
Zayin Adja01,1,2023-03-13 13:32:30,http nya eror mulukalau bom siapjangan paksa utk publikasi
Trie Dewie,5,2023-03-21 06:09:48,bantu terimakasih mitra darat
Vhea Amalia,1,2023-03-13 11:46:36,gak buka http eror dr pagi gmn daftar
virgo Rant,1,2023-03-23 09:24:47,aplikasi cek tiket muncul
Agus Poter,2,2023-03-14 01:11:28,bagus program nyamembantu
Eko Paull,1,2023-03-15 11:56:03,download tiket tuju udh habis semua
harmadi ht,5,2023-03-18 01:06:13,proses mudah cepat
Miftahul Hadi,5,2023-03-16 03:36:29,bagus enak kemarin pakai web
Siti Rominah,5,2023-03-20 01:23:50,layan nya bagus nyaman tahan terima kasih
whahyu dhanoe,5,2023-03-17 03:45:26,layan cepat tugas ramah
Jumin Suyono,1,2023-04-09 13:49:00,buka daftar menit tiket kuota habis
lukman hakim,2,2023-03-13 11:02:45,aplikasi akses ya daftar mudik gratis
Ariel Chandrawinata,1,2023-03-13 11:02:00,aplikasi ga bermanfaatmana daftar
Yanti Noval,5,2023-03-15 01:24:15,terikasih adain mudik gratis bantu ramah mbakny masy melayaninny good jobbbb
syabil ok,3,2023-03-13 06:01:48,sen tiket mudik http eror mulu waduhhh mudah loadingnya ambil tiket mlh gagal mulu
Alif Fadil,1,2023-03-13 11:56:53,http failed mulu ya
Balqis Nirmala,3,2023-03-13 09:31:46,gimana sih susah bgt ga daftar failid mulu
Dwi Ratmoko,1,2023-03-13 10:34:23,buka aplikasi respon tiket habis
Ari Yanto,5,2024-03-04 01:31:51,mudah akses bantu proses cari
roni sugiawan,1,2023-03-13 10:34:24,gak login http eror
Wahyu Tri,1,2023-03-16 05:25:08,buka mudik gratis lsg buka kuota langsung habis
Riska,1,2023-03-13 07:58:47,ponsel gak buka ya apk nya
Fatir Fatir,5,2023-03-15 01:50:33,bagus bngt aplikasi mitra darat bantu rantau thn dpt tiket mudik gratis
Fadhil Axx,2,2023-03-13 08:01:35,ga login failed
Muhammad Dhafa,1,2023-04-19 03:50:31,ga tugas bilang jam berangkat jam berangkat tolong bilangin tugas kasih tunjuk
Ahmad Muholani,1,2023-03-13 10:47:53,alamat valid tdk login
Abiy Zaenal,1,2024-03-30 07:16:14,war mudik gratis main server cincai cncai pake pulus
Fesya Marcelyna,3,2023-03-13 11:05:10,failed teruss ya
Ananda Raihanul . I,2,2023-03-15 03:23:37,hr masuk lokasi berangkat kota tuju loading doang min kuota sdh habis ato gmn
bengbeng tigabelas,2,2023-03-13 08:26:05,http failid terusgak login
Laras Wati,4,2023-03-13 09:11:37,gk login http failed
harzo hrichs,2,2023-03-24 10:45:46,pilih lokasi berangkat pilih lokasi tujuansaya bekas kota
Andre Ardian,1,2023-03-27 02:40:02,bantu masukin rute gada pilih mentok situ aja
chika anggun,5,2023-03-11 16:44:42,kak ga otp ya ga masukin data
Gentur Banyu,4,2023-03-12 15:55:08,login susah bener ya min gara server penuh
Rosihin Driver,5,2023-03-14 10:30:36,min login tiket habis yahini mohon bantu terima kasih
sumirah soleh,5,2023-03-18 01:08:47,terimaksih mudik gratis moga kemenhub jaya
Sony Tryanggoro,3,2023-03-13 13:07:11,pas daftar failed
Daffa Iman,4,2024-01-16 11:40:46,tracking feeder mus blm ya
Ibrahim Ibrahim,2,2023-03-13 09:49:59,login klo sdh login dpt tiket mudik gratis nya ubah bintang bintang trimakasih
Izaa Syahidah,1,2023-03-28 21:53:16,aplikasi gak manfaatgak niat ngasih fasilitas
Marchonell,2,2023-03-13 23:54:07,orror trus min pilih armada gk nyari tiket mudik gratis gk
Jenny Riyana,3,2023-03-13 08:47:07,udah donwload tp gak
Andriansyah Sufari,3,2023-03-13 07:04:05,ko dh jam menit buka aplikasi
lina solikha,5,2023-03-15 03:01:28,layan baikramah bersahabatterimakasih kemenhub
Ysuff kosong6sebelas4x,4,2023-03-13 07:41:28,aplikasi daftar mudik gratis gak mohon baik
Ase jaksel,1,2023-03-25 13:29:42,hari cek mudik gratis ga kebukahehhehe
Fredii Supratno,2,2023-03-13 08:23:31,aplikasi maintenance kah eror
Septi Wulandari,3,2023-03-13 07:35:28,pas pilih terminal nya loading ya min
Sarwono Sar,5,2023-12-09 02:15:44,yg pas thn dr ancol layan bagus bus ok pokok mantuuul
Supri Yanto,4,2024-03-12 17:07:27,apk nya bagus susah daftar mudik offine
Win Winarni,5,2023-12-16 03:17:41,moga bis rute jalan nya tambah
Muh Lasin,5,2023-12-19 17:02:08,bagus sekalimembantu yg apps
Ajat Ajja,1,2024-03-08 01:18:27,jaring aman tp ngelag banget gilir buka tiket tuju lgsg habis main orang
Re Nita,1,2024-03-08 06:23:47,daftar mudik gratis buka buka tiket habis
AGDP Gaming,5,2023-12-10 05:43:05,aplikasi mudah bantu
Firstlady Athome,5,2024-03-10 01:08:08,layan cepat responsif
Siti Riya,5,2024-03-12 03:57:49,layan nya bagus banget ramah
Sri Haryati,1,2023-03-22 04:32:42,gak login auto uninstall aja
LAPOBATAK,1,2024-03-22 11:07:28, nunggu ngeviralin tiket habis mulu udh standbay jam ttp habis hari parah yg dpt duluan pasti orang
Endro Jemsfood,5,2024-01-12 04:32:58,mudah paham manfaat
Prihatin,5,2024-03-05 06:12:18,daftar mudik gtatis buka cek aplikasi mitra darat menu mudik gratis letak belah ya terima kasih
Ozzy Ahmad,5,2023-12-09 08:07:02,mudah bantu kece bus terkadang sedia mudik gratis tahun moga tambah layan terimakasih kemenhubdat
Endang Rumini,1,2024-03-10 02:51:30,masuk susah gilir masuk tiket abis
Jhy Sant Puji Santoso,3,2024-03-05 07:06:24,mitra darat bikin mudik gratis ngga sesuai jadwalmohon jasa kasi yg nunggu dri pagi jam bom buka
Yusep Suhaeri,5,2024-03-09 01:33:52,susah banget dapet tiket apa udah habis aja
Olemon Journey,1,2024-03-05 05:35:55,gak guna etik kota tuju gk muncul
Leni m,5,2023-03-17 04:21:50,bantu masyarakat yg kelas tengah bawah program mudik gratis ekonomi negara yg tentu moga program adakan utk aamiin
Melyana Indiarsih,5,2024-03-07 00:58:17,recommended guna rutin teman bus
Endah Wati,1,2023-12-09 11:56:47,tingkatkn layan publik pilih
Ilham Mudin,5,2023-12-31 11:39:02,terimakasih berkat aplikasi mitradarat jogja gratis via mudiknataru
Rizky Ari Gunawan Channel,2,2024-03-06 05:16:05,payah war mudik gratis nge apknya
Bambang Purwanto,2,2023-03-14 16:00:00,habis hitung jam sajaharusnya bagi kuota hari biar rata
rum niti,1,2023-03-18 10:52:05,tgl maret tiket status sll habis emang beneran habis emang ngga niat mudik gratis
anang revansyah,1,2024-04-02 01:36:09,aplikasi lot wifi kenceng
Ha Rishona,1,2023-03-16 15:32:34,download tgl mudik gratis tau kuota udh penuh tiket habis yg mudik oknum orang doang menuh menuhin memori aja mending hapussss
Budi Santoso,1,2024-03-06 16:28:06,mudik gratis dah buka dah ikutin panduanpas pilih menu caridi panteng pagi ga muncul
Nindya Safitri,5,2024-02-23 16:35:50,mitra darat salut lebaran adain mudik gratis pp bagi teman yg moga besok pake sktm spt biofarma krn lapang yg jual tiket terimakasih aplikasi sgt bagu
mul yadi,5,2024-03-04 14:58:07,pantau lancar beraktifitas
Muchtar Adzi,3,2024-03-07 04:38:34,ktik alamat tuju ga terang lanjut lg yamohon pnjelasan mkasih
Ahmad Lutfi hakim,5,2024-03-05 03:36:35,aq download tp kug tampil beda ya gk mode mudik gratis min
dickyawan Perkasa,5,2024-03-15 12:14:12,coba manfaat depa
ratmo timor,5,2024-03-01 03:31:43,mitra darat bantu masyarakat utama nya moda transportasi darat
Windhu Rttmc,5,2024-03-06 01:53:23,mantap aplikasi nyala abang
Tusiran445 Haji,5,2024-03-08 11:14:34,bismillahsemoga rejeki dapet musik gratisterima kasih perintah
sunaryo ancol,2,2024-03-06 06:48:10,aplikasi gak gak daftar mudik gratis
tri widiatmoko,3,2024-03-01 14:16:42,menu mudik gratis pilih
Senja Jingga,3,2023-03-29 16:53:33,daftar zonk sebenernya perintah nyediain kuota sih bus bis doank ya
Aping Aja,1,2023-03-17 22:39:12,nama mudik gratis yaa laris beneran tiket habis kuota tiket yg miris 
Syukur Fauzan,1,2024-03-07 01:24:14,gw kasih bintang aj sering server trs jalan menit tiket habis masak menit tiket habis parah banget sih
Agung Nugroho,1,2024-03-12 03:05:09,kota bekas ga info terminal pulo gebang ga bagi
Sudianto Anto,5,2023-03-15 03:50:11,terimakasih ada mudik gratis bantu yg sulit cari moda transportasi mudik lebaran
Noe Zunaedi,1,2023-03-13 08:12:07,klo siapjangan dipaksakanaplikasi eror muludownblm udah erorparah
Febri Dwi Rayana,5,2024-02-16 08:42:29,lumayan bantu utk yg buta arah tau nomer sdh armada
Anggi Virgita Dilla Sari,5,2023-03-17 04:19:12,fitur tiket muncul ya daftar tiket arus mudik
Yulita Rahmani,5,2023-03-18 04:12:56,layan nya bagus smoga depan
Mardliyana Ana,3,2023-03-10 16:13:36,min menu saj yh cmn ad bus lk bantu yah min
Herry Setiawan,1,2023-03-14 12:53:13,app buka tgl  tgl  terang habis hati min jelang jaman
Phap Phis,1,2024-03-11 05:44:34,heran tuju tiket habisni bikin program serius egak sih
Dafian Play's,5,2024-03-05 06:39:33,halo admin program gratis buka tanggal maret adem ayem aja kasi min orang tunggu mohon info buka cepat 
Azka zainii,2,2023-04-02 08:12:21,info tgl maret jam langsung download jam tiket habis tuju kalong
Ananda23 Danifirawati,4,2024-03-13 05:19:11,moga lancar jaya
Ervan Sukanto,4,2023-03-13 10:38:54,alhamdulillah tiket susah  rebut
moh ashari,5,2023-03-13 07:33:26,manfaat masyarakat rantau yg pendapatanya bwah standar
Arto Gianda,1,2024-03-15 02:39:50,ga kuota buka brtahap tp ga jelasin stiap mw daftar tiket sllu habis
Bambang Mahmudin,5,2023-03-13 08:09:21,siang minsy login ulang ngga masukmhn solusi
Afrilia Diva,5,2023-03-15 03:01:20,ok bantu program mudik gratiss nya moga ada hehehe
Nasional Photo,1,2023-03-20 18:47:28,mudik gratis ngak buka udah habis tiket tolong meter hubung cek panitia ngak mudik gratis ngk buka udah habis tiket
Wasidi Ade,5,2023-03-11 17:30:48,mantap layan moga pas daftar mudik eror lancar
Karimatun Nisa,5,2023-03-17 07:16:47,terimakasih mudik gratis kemrnhub bantu
Satrio Abimanyu,2,2023-03-10 02:40:10,dapet otp nya smpe skrng belm dapet
novendra albis,5,2023-12-15 06:10:09,alhamdulillah bantu apk mitra darat
Mas Wawan,2,2023-03-14 08:05:01,hari buka udah hbs tiket min tp knp tutup kalo kuota da habis
erwan susanto,5,2024-03-06 01:27:16,susah aplikasi mitra darat masuk tiket gratis
YATINI,2,2023-03-12 16:40:09,gk login hadehh gimana sih
Latifah Zen,5,2024-01-31 09:44:03,moga umur sehat kembang yaa masyaallah alhamdulillah ga henti syukur kemarin mudik gratis
Zahra N F,3,2024-03-26 00:13:49,gabisa akses pake data
Tri Raharjo,3,2023-03-13 07:19:45,bintang nggak masuk eror
Heri Yanto,5,2023-12-12 01:57:24,alhamdulillah aplikasi mitra darat mudik gratis
Yoga Pramono,1,2024-03-11 03:25:55,even mudik gratis boro boro masukbisa masuk klo udah abis doang buka event
Niluh eka Astiti,5,2024-04-06 07:56:09,bantu guna angkut umumterimakasih
109_Agus Indrawan,3,2023-03-14 07:52:46,min ko cek status tiket habis semuasemua jurus cek tiket habis
Sri Yatno,2,2023-03-13 10:32:04,aplikasi ngk bs akses cm bikin kesel
mas darsono,5,2023-03-13 07:32:03,program bagus bantu masyarakat mudik pulang kampungterus tingkat layan masyarakattrima kasih dishub mitra darat
Try Laredjogja,1,2024-03-04 17:10:17,menu mudik gratis iklan
Octa Viana,5,2023-03-16 14:24:47,bantu banget alhamdulillah terimakasih adain mudik gratis 
Anggi Trinanda,2,2023-03-14 23:09:04,tiket mudik gratis langsung abis aja calo taun kemaren
Dimas Prasetyo,1,2023-03-13 07:30:52,login tanggal pas daftar mudik gratis ga masuk masuk
Mulyono Driver,1,2024-03-11 01:52:18,aplikasi ga gunajelek ga pake
Anggita Septiyani,3,2023-03-13 07:03:12,klo dpt tiket mudik gratis bintang btw http failed ya krn yg buka
syanah dwi mulyadi,5,2023-03-15 02:30:51,alhamdulillah mudik gratis terima kasih mitra darat sukses
Naura Ayu nindya,5,2024-03-15 01:02:23,kasih bintang cari tiket gratis mudik nggak dapet-dapet
Umi Hb,1,2023-03-13 10:56:45,sya udh download tpi ko gk bsa login yah gimna
Pulsa Danu,5,2023-03-13 10:05:01,mantap order lambat krn judul nama gratis
Ridho Kurniawan,3,2023-11-25 15:31:38,gak pulang kampung karena biaya tolong bantu
agus setiawan,5,2023-03-15 03:16:15,bantu yg kerja serabutan andal
hamam ruslan,1,2023-03-13 15:00:27,masuk dr jam habis isak bru bsa bukak gilir akses tiket mudik gratis habis emang koplakkk
Sri Yono,5,2023-04-07 17:36:39,bahagia hati kalow mudik gratis lebaran ada bumn terima kasih lha baru doewland aplikasi koktiba mucul tiket habis lurrrr
yogi ridani,4,2023-03-13 15:13:33,http failed min gmn tu maksud
Eli Anjarwati,5,2024-03-16 04:01:08,mudah keren lengkap ken ngrasain mudik sayang ga kerja jakarta 
Muhammad Yusuf,5,2024-04-04 10:00:25,gratis pekanbaru program gak ya
ari anto,3,2023-03-13 13:06:14,sdh puluh kali login hasil http failed
Hafizhmuh official,4,2023-03-11 14:25:55,login pke emailtp tidk untk masukin tlp gmn
Vita Sakinah,3,2024-03-31 01:01:15,kasih bintang dulukalau depan bagus tambahin bintang
Mujiyani Yani,3,2023-03-14 01:52:18,program mudik gratis buka kemarin siang pagi ud habis aja
Sodikhol Abidin,1,2024-03-30 01:59:54,burukaplikasi error
Dhita Febriana,5,2023-03-17 03:41:46,terima kasih layan nya ramah
Nuri sarumpaet,3,2024-05-18 15:45:16,kalo mlm minggu ato weekend jam operasi hrsnya sampe pkl donk
aleko ale ale,1,2023-03-17 04:48:54,kmrn email gilir kasih email gk tanggap responnya nunggu loh
Kurniadi Adi,1,2024-03-17 07:47:07,download lum daftar mudik gratis
Atik Illah,4,2023-03-15 23:28:59,kabupaten bekas berangkat mudik gratis kak login
Uday Wahyoe,1,2023-03-13 07:12:07,aplikasi yg prematur
Andika Bestari,1,2023-03-24 15:05:25,percumaudah didownload cek berangkat mudik
dikri romadon,3,2023-03-14 01:27:55,min ko gak milih tiket gratis nya ya alamat tuju udah tiket gratis nya dah habis
Sanyoto BejaseNusantara,1,2024-03-12 01:52:08,kecewa dg program moga depan
Surat Surat,5,2024-03-07 13:09:39,detail tiket gratis habis
Seto Prayogi,5,2024-03-10 04:50:12,daptar ngak ngak kaya tshun gampang banget
Samsul Hidayat,1,2024-03-15 14:50:30,aplikasi gk mutu tanyain whsap kuota mudik gratis gk bales
Rezky Fajar,1,2024-03-06 06:56:58,tau ahh mudik grtisny habis maasa cepat tangan orang daftar wkk
Titik Robiyanti,3,2023-03-14 05:58:27,selamat siang minsaya daftar gratis tiket tuju habis yaaak buka yaaa
Jamaludin 89,5,2023-03-18 13:55:21,aplikasi keren daftar mudik gratis
Hermansyah Eman,1,2024-03-09 14:25:35,aplikasi tuju kota bandung
Febry Dwi Ardy Putera,1,2024-03-15 08:13:54,mudik gratis buka daftar udh abis aja
csbono santoso,5,2023-03-13 07:10:23,gilir cari mudik gratis sistem server downgimana nih minberharap banget program mudik gratis
ari yuda tama,1,2023-03-13 09:34:40,ga hbis fikir kuota mudik segitu bnyak nya lgsg habis sketika hnya dalm bberapa jam  mudik motor gaes
dwi riyanto,2,2023-03-12 17:35:44,login aja susah masuknyapadahal imail udh bener
Zul Ahmad,4,2023-03-09 14:01:13,knapa login min kode nya ga
Mad Muhamad,5,2023-03-15 03:58:47,terima kasih mudik gratis
edi suhardi,5,2024-03-08 01:13:36,batu pulang kampung halaman
Muhammad Nabil Robbayani,5,2024-05-13 03:47:55,apk bantu masyarakat status kendara sewa
Nur Asiyah Lazuardina,5,2023-03-18 04:18:27,aplikasi mudah cari tiket
Yunus Mulyadi,5,2024-04-01 04:50:19,terus buat bantu yg butuh
Dewi Mahalita,3,2024-03-05 01:19:54,bingung ga ngerti mudik gratis tp gada pilih nya
arno biru,5,2024-03-05 02:33:59,mudah jalan informasi lengkap
Manarul Hidayat,3,2024-03-16 17:36:46,gimana gambar biru doang ya ga penjelsan
Hadi Hamudi,5,2024-03-07 01:08:14,alhamdulilla bantu aplikasi
Zainal Arifin,5,2023-03-13 14:54:04,login trus ngak milih tuju mudik
reza pradana,3,2023-03-15 04:53:36,gak tiket dah
Subkhi Najiyullah,1,2023-04-12 03:01:04,hoax biar download doangtiket mudik gratis nya sebenernya ga
Marsaid Said,2,2024-03-16 04:50:03,gak masuk tiket mudik gratis tiket penuh
Kukuh Setiawan,3,2023-03-13 09:31:46,ga si pake notif http failed try min
Tomy Tomy,1,2023-04-08 19:37:23,gk sih mudik gratis download buka mudik gratis tulis tiket habis
Joni Kw,4,2023-03-11 03:32:03,udh login tp ga notif masukin wa min
tri purwanto,5,2023-12-09 03:22:07,alhamdulillah mudah guna aplikasi moga manfaat masyarakat
Kalsum Uwo,5,2023-03-18 03:06:35,alhamdulillah dapet mudik gratis terimakasih kemenhub bantu keluarga saya
maman ji,1,2023-03-13 08:15:04,gak login gimana solusi
Asri Azis,5,2024-07-08 06:22:51,guna
Mistriyani Yani,5,2023-03-31 04:01:33,alhamdulilah aplikasi mitra darat bantu kami
Endah Septiana Wati,3,2024-03-05 18:24:54,mudik gratis terang suka buka tp kn gak menu daftar mudik gratis mitra darat
puji astuti,3,2023-11-27 02:48:09,parahhh sih tetep gak reprint kertas lembar uji guna
vit33 Rudz,5,2023-03-18 01:47:41,terima kasih layan nya ramah
teguh hartanto,5,2023-03-14 13:44:12,sya daftar mudik tpi ktrangannya tiket habis sempat mudik gratis
Lina Marlina,3,2023-03-13 06:48:31,buka aplikasi nya koq errot trs
heris tri wibowo,1,2023-03-25 04:03:28,sory unistall gak bgt daftar mudik gratis server error
Putut Harmoyo,5,2023-03-12 09:37:47,fitur nya gak muncul min
Okky Hardiyan,5,2023-03-16 02:04:58,terimakasih mitra darat tiket mudik pp motor moga jaya raya
